measure,item1,item2,r,n_pair
IDAQ,idaq_11,idaq_12,-0.04569118696278438,100
IDAQ,idaq_11,idaq_13,0.21918849723784425,100
IDAQ,idaq_11,idaq_14,0.18104047124575998,100
IDAQ,idaq_11,idaq_17,0.40232767086921073,100
IDAQ,idaq_11,idaq_20,0.06423508078088538,100
IDAQ,idaq_11,idaq_21,0.17824964718760744,100
IDAQ,idaq_11,idaq_22,0.1438730761082579,100
IDAQ,idaq_11,idaq_23,0.24028064970791735,100
IDAQ,idaq_11,idaq_26,0.3047474829896989,100
IDAQ,idaq_11,idaq_29,0.1037746136052758,100
IDAQ,idaq_12,idaq_3,-0.09271834996261404,100
IDAQ,idaq_12,idaq_4,0.4298266791644959,100
IDAQ,idaq_12,idaq_7,0.025771660330552865,100
IDAQ,idaq_12,idaq_9,-0.03897795784388591,100
IDAQ,idaq_12,idaq_11,-0.04569118696278438,100
IDAQ,idaq_12,idaq_12,1.0,100
IDAQ,idaq_12,idaq_13,0.03927283699347726,100
IDAQ,idaq_12,idaq_14,0.08869798723076253,100
IDAQ,idaq_12,idaq_17,-0.10067563952957281,100
IDAQ,idaq_12,idaq_20,0.3532593862875011,100
IDAQ,idaq_12,idaq_21,0.07710934575443149,100
IDAQ,idaq_12,idaq_22,0.523878023306159,100
IDAQ,idaq_12,idaq_23,0.18319323302125357,100
IDAQ,idaq_12,idaq_26,0.026156943811705094,100
IDAQ,idaq_12,idaq_29,0.40907209112207793,100
IDAQ,idaq_13,idaq_3,0.53301163271224,100
IDAQ,idaq_13,idaq_4,0.2365519589511195,100
IDAQ,idaq_13,idaq_7,0.47314027741291037,100
IDAQ,idaq_13,idaq_9,0.19889895536513377,100
IDAQ,idaq_13,idaq_11,0.21918849723784425,100
IDAQ,idaq_13,idaq_12,0.03927283699347726,100
IDAQ,idaq_13,idaq_13,1.0,100
IDAQ,idaq_13,idaq_14,0.18452076671847606,100
IDAQ,idaq_13,idaq_17,0.2511500622461379,100
IDAQ,idaq_13,idaq_20,0.07302453911285307,100
IDAQ,idaq_13,idaq_21,0.14664972107487123,100
IDAQ,idaq_13,idaq_22,0.11614117024294231,100
IDAQ,idaq_13,idaq_23,0.08192773472677285,100
IDAQ,idaq_13,idaq_26,0.16407395352693835,100
IDAQ,idaq_13,idaq_29,0.0636781631117688,100
IDAQ,idaq_14,idaq_3,0.2273855984246912,100
IDAQ,idaq_14,idaq_4,0.17607377682499836,100
IDAQ,idaq_14,idaq_7,0.34702960408205125,100
IDAQ,idaq_14,idaq_9,0.19629605152836094,100
IDAQ,idaq_14,idaq_11,0.18104047124575998,100
IDAQ,idaq_14,idaq_12,0.08869798723076253,100
IDAQ,idaq_14,idaq_13,0.18452076671847606,100
IDAQ,idaq_14,idaq_14,1.0,100
IDAQ,idaq_14,idaq_17,0.2478226554888066,100
IDAQ,idaq_14,idaq_20,0.2073650003346917,100
IDAQ,idaq_14,idaq_21,0.6466128954732909,100
IDAQ,idaq_14,idaq_22,0.17375965336563928,100
IDAQ,idaq_14,idaq_23,0.4983708268204925,100
IDAQ,idaq_14,idaq_26,0.6112915271803828,100
IDAQ,idaq_14,idaq_29,0.0007136181018741717,100
IDAQ,idaq_17,idaq_3,0.5092955807472634,100
IDAQ,idaq_17,idaq_4,0.07595274842445517,100
IDAQ,idaq_17,idaq_7,0.1354484101606649,100
IDAQ,idaq_17,idaq_9,0.38422829721844004,100
IDAQ,idaq_17,idaq_11,0.40232767086921073,100
IDAQ,idaq_17,idaq_12,-0.10067563952957281,100
IDAQ,idaq_17,idaq_13,0.2511500622461379,100
IDAQ,idaq_17,idaq_14,0.2478226554888066,100
IDAQ,idaq_17,idaq_17,1.0,100
IDAQ,idaq_17,idaq_20,0.11544026540639257,100
IDAQ,idaq_17,idaq_21,0.3259818424846987,100
IDAQ,idaq_17,idaq_22,0.06589275454404485,100
IDAQ,idaq_17,idaq_23,0.17947859362747987,100
IDAQ,idaq_17,idaq_26,0.3397724307056087,100
IDAQ,idaq_17,idaq_29,-0.10262776314685133,100
IDAQ,idaq_20,idaq_3,0.04593570465924817,100
IDAQ,idaq_20,idaq_4,0.4535626086371073,100
IDAQ,idaq_20,idaq_7,0.15506986589230867,100
IDAQ,idaq_20,idaq_9,0.1283137284933149,100
IDAQ,idaq_20,idaq_11,0.06423508078088538,100
IDAQ,idaq_20,idaq_12,0.3532593862875011,100
IDAQ,idaq_20,idaq_13,0.07302453911285307,100
IDAQ,idaq_20,idaq_14,0.2073650003346917,100
IDAQ,idaq_20,idaq_17,0.11544026540639257,100
IDAQ,idaq_20,idaq_20,1.0,100
IDAQ,idaq_20,idaq_21,0.2077894103064567,100
IDAQ,idaq_20,idaq_22,0.4864395573808505,100
IDAQ,idaq_20,idaq_23,0.21738699230901018,100
IDAQ,idaq_20,idaq_26,0.13637185862566376,100
IDAQ,idaq_20,idaq_29,0.42812048448819995,100
IDAQ,idaq_21,idaq_3,0.2742931964425319,100
IDAQ,idaq_21,idaq_4,0.20482283028086387,100
IDAQ,idaq_21,idaq_7,0.2788282680629205,100
IDAQ,idaq_21,idaq_9,0.2856548394389455,100
IDAQ,idaq_21,idaq_11,0.17824964718760744,100
IDAQ,idaq_21,idaq_12,0.07710934575443149,100
IDAQ,idaq_21,idaq_13,0.14664972107487123,100
IDAQ,idaq_21,idaq_14,0.6466128954732909,100
IDAQ,idaq_21,idaq_17,0.3259818424846987,100
IDAQ,idaq_21,idaq_20,0.2077894103064567,100
IDAQ,idaq_21,idaq_21,1.0,100
IDAQ,idaq_21,idaq_22,0.23230198536606295,100
IDAQ,idaq_21,idaq_23,0.45476605188368796,100
IDAQ,idaq_21,idaq_26,0.5123195923238966,100
IDAQ,idaq_21,idaq_29,0.022702697620762796,100
IDAQ,idaq_22,idaq_3,0.17998682985193426,100
IDAQ,idaq_22,idaq_4,0.5545940337206547,100
IDAQ,idaq_22,idaq_7,0.1691659525076837,100
IDAQ,idaq_22,idaq_9,0.1905207862106161,100
IDAQ,idaq_22,idaq_11,0.1438730761082579,100
IDAQ,idaq_22,idaq_12,0.523878023306159,100
IDAQ,idaq_22,idaq_13,0.11614117024294231,100
IDAQ,idaq_22,idaq_14,0.17375965336563928,100
IDAQ,idaq_22,idaq_17,0.06589275454404485,100
IDAQ,idaq_22,idaq_20,0.4864395573808505,100
IDAQ,idaq_22,idaq_21,0.23230198536606295,100
IDAQ,idaq_22,idaq_22,1.0,100
IDAQ,idaq_22,idaq_23,0.17767027867058396,100
IDAQ,idaq_22,idaq_26,0.3144505707523495,100
IDAQ,idaq_22,idaq_29,0.6545695411395486,100
IDAQ,idaq_23,idaq_3,0.11031619498095449,100
IDAQ,idaq_23,idaq_4,0.19292474584819552,100
IDAQ,idaq_23,idaq_7,0.23946385405492904,100
IDAQ,idaq_23,idaq_9,0.18861191307340608,100
IDAQ,idaq_23,idaq_11,0.24028064970791735,100
IDAQ,idaq_23,idaq_12,0.18319323302125357,100
IDAQ,idaq_23,idaq_13,0.08192773472677285,100
IDAQ,idaq_23,idaq_14,0.4983708268204925,100
IDAQ,idaq_23,idaq_17,0.17947859362747987,100
IDAQ,idaq_23,idaq_20,0.21738699230901018,100
IDAQ,idaq_23,idaq_21,0.45476605188368796,100
IDAQ,idaq_23,idaq_22,0.17767027867058396,100
IDAQ,idaq_23,idaq_23,1.0,100
IDAQ,idaq_23,idaq_26,0.42283381879356147,100
IDAQ,idaq_23,idaq_29,0.05116777901669302,100
IDAQ,idaq_26,idaq_3,0.33903012244808745,100
IDAQ,idaq_26,idaq_4,0.18803555124834778,100
IDAQ,idaq_26,idaq_7,0.4281552507723057,100
IDAQ,idaq_26,idaq_9,0.34065440391146506,100
IDAQ,idaq_26,idaq_11,0.3047474829896989,100
IDAQ,idaq_26,idaq_12,0.026156943811705094,100
IDAQ,idaq_26,idaq_13,0.16407395352693835,100
IDAQ,idaq_26,idaq_14,0.6112915271803828,100
IDAQ,idaq_26,idaq_17,0.3397724307056087,100
IDAQ,idaq_26,idaq_20,0.13637185862566376,100
IDAQ,idaq_26,idaq_21,0.5123195923238966,100
IDAQ,idaq_26,idaq_22,0.3144505707523495,100
IDAQ,idaq_26,idaq_23,0.42283381879356147,100
IDAQ,idaq_26,idaq_26,1.0,100
IDAQ,idaq_26,idaq_29,0.10346557607940354,100
IDAQ,idaq_29,idaq_3,0.06670584387417272,100
IDAQ,idaq_29,idaq_4,0.437718531357494,100
IDAQ,idaq_29,idaq_7,0.04782711879539325,100
IDAQ,idaq_29,idaq_9,0.08622335128582234,100
IDAQ,idaq_29,idaq_11,0.1037746136052758,100
IDAQ,idaq_29,idaq_12,0.40907209112207793,100
IDAQ,idaq_29,idaq_13,0.0636781631117688,100
IDAQ,idaq_29,idaq_14,0.0007136181018741717,100
IDAQ,idaq_29,idaq_17,-0.10262776314685133,100
IDAQ,idaq_29,idaq_20,0.42812048448819995,100
IDAQ,idaq_29,idaq_21,0.022702697620762796,100
IDAQ,idaq_29,idaq_22,0.6545695411395486,100
IDAQ,idaq_29,idaq_23,0.05116777901669302,100
IDAQ,idaq_29,idaq_26,0.10346557607940354,100
IDAQ,idaq_29,idaq_29,1.0,100
GAToRS Personal Positive (S1),gators_1,gators_1,1.0,100
GAToRS Personal Positive (S1),gators_1,gators_2,0.3942795852701303,100
GAToRS Personal Positive (S1),gators_1,gators_3,0.3555610563342737,100
GAToRS Personal Positive (S1),gators_1,gators_4,0.17878669324425292,100
GAToRS Personal Positive (S1),gators_1,gators_5,0.2814784271832129,100
GAToRS Personal Positive (S1),gators_2,gators_1,0.3942795852701303,100
GAToRS Personal Positive (S1),gators_2,gators_2,1.0,100
GAToRS Personal Positive (S1),gators_2,gators_3,0.13618023866885035,100
GAToRS Personal Positive (S1),gators_2,gators_4,0.08239537574344492,100
GAToRS Personal Positive (S1),gators_2,gators_5,0.06658155271335028,100
GAToRS Personal Positive (S1),gators_3,gators_1,0.3555610563342737,100
GAToRS Personal Positive (S1),gators_3,gators_2,0.13618023866885035,100
GAToRS Personal Positive (S1),gators_3,gators_3,1.0,100
GAToRS Personal Positive (S1),gators_3,gators_4,0.48693695592695907,100
GAToRS Personal Positive (S1),gators_3,gators_5,0.24336925376791288,100
GAToRS Personal Positive (S1),gators_4,gators_1,0.17878669324425292,100
GAToRS Personal Positive (S1),gators_4,gators_2,0.08239537574344492,100
GAToRS Personal Positive (S1),gators_4,gators_3,0.48693695592695907,100
GAToRS Personal Positive (S1),gators_4,gators_4,1.0,100
GAToRS Personal Positive (S1),gators_4,gators_5,0.318306859356724,100
GAToRS Personal Positive (S1),gators_5,gators_1,0.2814784271832129,100
GAToRS Personal Positive (S1),gators_5,gators_2,0.06658155271335028,100
GAToRS Personal Positive (S1),gators_5,gators_3,0.24336925376791288,100
GAToRS Personal Positive (S1),gators_5,gators_4,0.318306859356724,100
GAToRS Personal Positive (S1),gators_5,gators_5,1.0,100
GAToRS Personal Negative (S2),gators_6,gators_6,1.0,100
GAToRS Personal Negative (S2),gators_6,gators_7,0.1993424304527319,100
GAToRS Personal Negative (S2),gators_6,gators_8,0.3862641299679035,100
GAToRS Personal Negative (S2),gators_6,gators_9,0.49734189252163713,100
GAToRS Personal Negative (S2),gators_6,gators_10,0.37010655406638737,100
GAToRS Personal Negative (S2),gators_7,gators_6,0.1993424304527319,100
GAToRS Personal Negative (S2),gators_7,gators_7,1.0,100
GAToRS Personal Negative (S2),gators_7,gators_8,0.40805328416343145,100
GAToRS Personal Negative (S2),gators_7,gators_9,0.4036034937825467,100
GAToRS Personal Negative (S2),gators_7,gators_10,0.2672253566039538,100
GAToRS Personal Negative (S2),gators_8,gators_6,0.3862641299679035,100
GAToRS Personal Negative (S2),gators_8,gators_7,0.40805328416343145,100
GAToRS Personal Negative (S2),gators_8,gators_8,1.0,100
GAToRS Personal Negative (S2),gators_8,gators_9,0.6746651089259881,100
GAToRS Personal Negative (S2),gators_8,gators_10,0.4196640808696711,100
GAToRS Personal Negative (S2),gators_9,gators_6,0.49734189252163713,100
GAToRS Personal Negative (S2),gators_9,gators_7,0.4036034937825467,100
GAToRS Personal Negative (S2),gators_9,gators_8,0.6746651089259881,100
GAToRS Personal Negative (S2),gators_9,gators_9,1.0,100
GAToRS Personal Negative (S2),gators_9,gators_10,0.36555806781356104,100
GAToRS Personal Negative (S2),gators_10,gators_6,0.37010655406638737,100
GAToRS Personal Negative (S2),gators_10,gators_7,0.2672253566039538,100
GAToRS Personal Negative (S2),gators_10,gators_8,0.4196640808696711,100
GAToRS Personal Negative (S2),gators_10,gators_9,0.36555806781356104,100
GAToRS Personal Negative (S2),gators_10,gators_10,1.0,100
GAToRS Societal Positive (S3),gators_11,gators_11,1.0,100
GAToRS Societal Positive (S3),gators_11,gators_12,0.5470658094583128,100
GAToRS Societal Positive (S3),gators_11,gators_13,0.33668857628881027,100
GAToRS Societal Positive (S3),gators_11,gators_14,0.4481115983943839,100
GAToRS Societal Positive (S3),gators_11,gators_15,0.3712023332668116,100
GAToRS Societal Positive (S3),gators_12,gators_11,0.5470658094583128,100
GAToRS Societal Positive (S3),gators_12,gators_12,1.0,100
GAToRS Societal Positive (S3),gators_12,gators_13,0.3650533019369704,100
GAToRS Societal Positive (S3),gators_12,gators_14,0.22475714020260962,100
GAToRS Societal Positive (S3),gators_12,gators_15,0.49380907423881765,100
GAToRS Societal Positive (S3),gators_13,gators_11,0.33668857628881027,100
GAToRS Societal Positive (S3),gators_13,gators_12,0.3650533019369704,100
GAToRS Societal Positive (S3),gators_13,gators_13,1.0,100
GAToRS Societal Positive (S3),gators_13,gators_14,0.4093622583937573,100
GAToRS Societal Positive (S3),gators_13,gators_15,0.4260107055276207,100
GAToRS Societal Positive (S3),gators_14,gators_11,0.4481115983943839,100
GAToRS Societal Positive (S3),gators_14,gators_12,0.22475714020260962,100
GAToRS Societal Positive (S3),gators_14,gators_13,0.4093622583937573,100
GAToRS Societal Positive (S3),gators_14,gators_14,1.0,100
GAToRS Societal Positive (S3),gators_14,gators_15,0.14188966192056357,100
GAToRS Societal Positive (S3),gators_15,gators_11,0.3712023332668116,100
GAToRS Societal Positive (S3),gators_15,gators_12,0.49380907423881765,100
GAToRS Societal Positive (S3),gators_15,gators_13,0.4260107055276207,100
GAToRS Societal Positive (S3),gators_15,gators_14,0.14188966192056357,100
GAToRS Societal Positive (S3),gators_15,gators_15,1.0,100
GAToRS Societal Negative (S4),gators_16,gators_16,1.0,100
GAToRS Societal Negative (S4),gators_16,gators_17,0.28793607841720753,100
GAToRS Societal Negative (S4),gators_16,gators_18,0.3298512983048587,100
GAToRS Societal Negative (S4),gators_16,gators_19,0.16536418773226794,100
GAToRS Societal Negative (S4),gators_16,gators_20,0.11781200943211001,100
GAToRS Societal Negative (S4),gators_17,gators_16,0.28793607841720753,100
GAToRS Societal Negative (S4),gators_17,gators_17,1.0,100
GAToRS Societal Negative (S4),gators_17,gators_18,0.20876771201320976,100
GAToRS Societal Negative (S4),gators_17,gators_19,0.20578458795011997,100
GAToRS Societal Negative (S4),gators_17,gators_20,0.14338973450108491,100
GAToRS Societal Negative (S4),gators_18,gators_16,0.3298512983048587,100
GAToRS Societal Negative (S4),gators_18,gators_17,0.20876771201320976,100
GAToRS Societal Negative (S4),gators_18,gators_18,1.0,100
GAToRS Societal Negative (S4),gators_18,gators_19,0.20397570310483482,100
GAToRS Societal Negative (S4),gators_18,gators_20,0.06226167334653197,100
GAToRS Societal Negative (S4),gators_19,gators_16,0.16536418773226794,100
GAToRS Societal Negative (S4),gators_19,gators_17,0.20578458795011997,100
GAToRS Societal Negative (S4),gators_19,gators_18,0.20397570310483482,100
GAToRS Societal Negative (S4),gators_19,gators_19,1.0,100
GAToRS Societal Negative (S4),gators_19,gators_20,0.45657001806268793,100
GAToRS Societal Negative (S4),gators_20,gators_16,0.11781200943211001,100
GAToRS Societal Negative (S4),gators_20,gators_17,0.14338973450108491,100
GAToRS Societal Negative (S4),gators_20,gators_18,0.06226167334653197,100
GAToRS Societal Negative (S4),gators_20,gators_19,0.45657001806268793,100
GAToRS Societal Negative (S4),gators_20,gators_20,1.0,100
GAToRS Positive,gators_1,gators_1,1.0,100
GAToRS Positive,gators_1,gators_2,0.3942795852701303,100
GAToRS Positive,gators_1,gators_3,0.3555610563342737,100
GAToRS Positive,gators_1,gators_4,0.17878669324425292,100
GAToRS Positive,gators_1,gators_5,0.2814784271832129,100
GAToRS Positive,gators_1,gators_11,-0.04715811822202369,100
GAToRS Positive,gators_1,gators_12,0.12116628914407207,100
GAToRS Positive,gators_1,gators_13,0.29759857490685204,100
GAToRS Positive,gators_1,gators_14,-0.1189806792928162,100
GAToRS Positive,gators_1,gators_15,0.3911964072082243,100
GAToRS Positive,gators_2,gators_1,0.3942795852701303,100
GAToRS Positive,gators_2,gators_2,1.0,100
GAToRS Positive,gators_2,gators_3,0.13618023866885035,100
GAToRS Positive,gators_2,gators_4,0.08239537574344492,100
GAToRS Positive,gators_2,gators_5,0.06658155271335028,100
GAToRS Positive,gators_2,gators_11,-0.021105478911099308,100
GAToRS Positive,gators_2,gators_12,-0.05221665145392771,100
GAToRS Positive,gators_2,gators_13,0.13039064150420163,100
GAToRS Positive,gators_2,gators_14,0.10916935799476837,100
GAToRS Positive,gators_2,gators_15,0.10238982423758668,100
GAToRS Positive,gators_3,gators_1,0.3555610563342737,100
GAToRS Positive,gators_3,gators_2,0.13618023866885035,100
GAToRS Positive,gators_3,gators_3,1.0,100
GAToRS Positive,gators_3,gators_4,0.48693695592695907,100
GAToRS Positive,gators_3,gators_5,0.24336925376791288,100
GAToRS Positive,gators_3,gators_11,0.12761778985596325,100
GAToRS Positive,gators_3,gators_12,0.23769609763678026,100
GAToRS Positive,gators_3,gators_13,0.28795306040064583,100
GAToRS Positive,gators_3,gators_14,0.09225329261391062,100
GAToRS Positive,gators_3,gators_15,0.33350070959886624,100
GAToRS Positive,gators_4,gators_1,0.17878669324425292,100
GAToRS Positive,gators_4,gators_2,0.08239537574344492,100
GAToRS Positive,gators_4,gators_3,0.48693695592695907,100
GAToRS Positive,gators_4,gators_4,1.0,100
GAToRS Positive,gators_4,gators_5,0.318306859356724,100
GAToRS Positive,gators_4,gators_11,0.1215663180734787,100
GAToRS Positive,gators_4,gators_12,0.1658763681729916,100
GAToRS Positive,gators_4,gators_13,0.13194927751740115,100
GAToRS Positive,gators_4,gators_14,0.06736793822412908,100
GAToRS Positive,gators_4,gators_15,0.23882817452440785,100
GAToRS Positive,gators_5,gators_1,0.2814784271832129,100
GAToRS Positive,gators_5,gators_2,0.06658155271335028,100
GAToRS Positive,gators_5,gators_3,0.24336925376791288,100
GAToRS Positive,gators_5,gators_4,0.318306859356724,100
GAToRS Positive,gators_5,gators_5,1.0,100
GAToRS Positive,gators_5,gators_11,0.004808685190592121,100
GAToRS Positive,gators_5,gators_12,0.1906175589721035,100
GAToRS Positive,gators_5,gators_13,0.02963268970948546,100
GAToRS Positive,gators_5,gators_14,-0.242013248990281,100
GAToRS Positive,gators_5,gators_15,0.2718666255131924,100
GAToRS Positive,gators_11,gators_1,-0.04715811822202369,100
GAToRS Positive,gators_11,gators_2,-0.021105478911099308,100
GAToRS Positive,gators_11,gators_3,0.12761778985596325,100
GAToRS Positive,gators_11,gators_4,0.1215663180734787,100
GAToRS Positive,gators_11,gators_5,0.004808685190592121,100
GAToRS Positive,gators_11,gators_11,1.0,100
GAToRS Positive,gators_11,gators_12,0.5470658094583128,100
GAToRS Positive,gators_11,gators_13,0.33668857628881027,100
GAToRS Positive,gators_11,gators_14,0.4481115983943839,100
GAToRS Positive,gators_11,gators_15,0.3712023332668116,100
GAToRS Positive,gators_12,gators_1,0.12116628914407207,100
GAToRS Positive,gators_12,gators_2,-0.05221665145392771,100
GAToRS Positive,gators_12,gators_3,0.23769609763678026,100
GAToRS Positive,gators_12,gators_4,0.1658763681729916,100
GAToRS Positive,gators_12,gators_5,0.1906175589721035,100
GAToRS Positive,gators_12,gators_11,0.5470658094583128,100
GAToRS Positive,gators_12,gators_12,1.0,100
GAToRS Positive,gators_12,gators_13,0.3650533019369704,100
GAToRS Positive,gators_12,gators_14,0.22475714020260962,100
GAToRS Positive,gators_12,gators_15,0.49380907423881765,100
GAToRS Positive,gators_13,gators_1,0.29759857490685204,100
GAToRS Positive,gators_13,gators_2,0.13039064150420163,100
GAToRS Positive,gators_13,gators_3,0.28795306040064583,100
GAToRS Positive,gators_13,gators_4,0.13194927751740115,100
GAToRS Positive,gators_13,gators_5,0.02963268970948546,100
GAToRS Positive,gators_13,gators_11,0.33668857628881027,100
GAToRS Positive,gators_13,gators_12,0.3650533019369704,100
GAToRS Positive,gators_13,gators_13,1.0,100
GAToRS Positive,gators_13,gators_14,0.4093622583937573,100
GAToRS Positive,gators_13,gators_15,0.4260107055276207,100
GAToRS Positive,gators_14,gators_1,-0.1189806792928162,100
GAToRS Positive,gators_14,gators_2,0.10916935799476837,100
GAToRS Positive,gators_14,gators_3,0.09225329261391062,100
GAToRS Positive,gators_14,gators_4,0.06736793822412908,100
GAToRS Positive,gators_14,gators_5,-0.242013248990281,100
GAToRS Positive,gators_14,gators_11,0.4481115983943839,100
GAToRS Positive,gators_14,gators_12,0.22475714020260962,100
GAToRS Positive,gators_14,gators_13,0.4093622583937573,100
GAToRS Positive,gators_14,gators_14,1.0,100
GAToRS Positive,gators_14,gators_15,0.14188966192056357,100
GAToRS Positive,gators_15,gators_1,0.3911964072082243,100
GAToRS Positive,gators_15,gators_2,0.10238982423758668,100
GAToRS Positive,gators_15,gators_3,0.33350070959886624,100
GAToRS Positive,gators_15,gators_4,0.23882817452440785,100
GAToRS Positive,gators_15,gators_5,0.2718666255131924,100
GAToRS Positive,gators_15,gators_11,0.3712023332668116,100
GAToRS Positive,gators_15,gators_12,0.49380907423881765,100
GAToRS Positive,gators_15,gators_13,0.4260107055276207,100
GAToRS Positive,gators_15,gators_14,0.14188966192056357,100
GAToRS Positive,gators_15,gators_15,1.0,100
GAToRS Negative,gators_6,gators_6,1.0,100
GAToRS Negative,gators_6,gators_7,0.1993424304527319,100
GAToRS Negative,gators_6,gators_8,0.3862641299679035,100
GAToRS Negative,gators_6,gators_9,0.49734189252163713,100
GAToRS Negative,gators_6,gators_10,0.37010655406638737,100
GAToRS Negative,gators_6,gators_16,0.41173819552600255,100
GAToRS Negative,gators_6,gators_17,0.23330763306224805,100
GAToRS Negative,gators_6,gators_18,0.4012942522972223,100
GAToRS Negative,gators_6,gators_19,0.12770279534535187,100
GAToRS Negative,gators_6,gators_20,-0.03526655865537224,100
GAToRS Negative,gators_7,gators_6,0.1993424304527319,100
GAToRS Negative,gators_7,gators_7,1.0,100
GAToRS Negative,gators_7,gators_8,0.40805328416343145,100
GAToRS Negative,gators_7,gators_9,0.4036034937825467,100
GAToRS Negative,gators_7,gators_10,0.2672253566039538,100
GAToRS Negative,gators_7,gators_16,0.3089588408441179,100
GAToRS Negative,gators_7,gators_17,0.21039571823751868,100
GAToRS Negative,gators_7,gators_18,0.2924662731616056,100
GAToRS Negative,gators_7,gators_19,0.0976212942785901,100
GAToRS Negative,gators_7,gators_20,0.05622547421414643,100
GAToRS Negative,gators_8,gators_6,0.3862641299679035,100
GAToRS Negative,gators_8,gators_7,0.40805328416343145,100
GAToRS Negative,gators_8,gators_8,1.0,100
GAToRS Negative,gators_8,gators_9,0.6746651089259881,100
GAToRS Negative,gators_8,gators_10,0.4196640808696711,100
