participant_number,captcha_post_completions,q_post_specific_likeability,q_post_specific_mentism,q_post_gators_pos,q_post_gators_neg,q_pre_idaq,q_pre_captcha_fun,q_pre_captcha_difficulty,like_c,mentism_c,like_x_mentism,liking_zone,mentism_zone,quadrant
54,11,6.0,1.0,4.8,3.0,5.133333333333334,2.0,5.0,0.3700000000000001,2.74,1.0138000000000005,high_liking,higher_mentism,high_liking__higher_mentism
55,10,6.0,-6.0,4.2,4.9,6.666666666666667,2.333333333333333,1.0,0.3700000000000001,-4.26,-1.5762000000000003,high_liking,low_mentism,high_liking__low_mentism
56,26,4.0,-4.0,3.8,4.6,3.733333333333333,6.333333333333333,4.0,-1.63,-2.26,3.6837999999999993,lower_liking,higher_mentism,lower_liking__higher_mentism
57,7,5.0,-6.0,4.6,3.7,3.733333333333333,4.0,6.0,-0.6299999999999999,-4.26,2.6837999999999993,lower_liking,low_mentism,lower_liking__low_mentism
58,5,5.0,-6.0,5.3,5.9,3.466666666666667,3.0,5.0,-0.6299999999999999,-4.26,2.6837999999999993,lower_liking,low_mentism,lower_liking__low_mentism
59,5,6.0,2.0,4.4,4.9,4.266666666666667,2.6666666666666665,4.0,0.3700000000000001,3.74,1.3838000000000006,high_liking,higher_mentism,high_liking__higher_mentism
60,20,5.0,-4.0,4.4,4.7,4.066666666666666,3.0,3.0,-0.6299999999999999,-2.26,1.4237999999999997,lower_liking,higher_mentism,lower_liking__higher_mentism
61,5,6.0,-6.0,4.7,4.0,3.4,4.333333333333333,1.0,0.3700000000000001,-4.26,-1.5762000000000003,high_liking,low_mentism,high_liking__low_mentism
62,0,6.0,0.0,4.0,3.7,6.8,4.0,2.0,0.3700000000000001,1.74,0.6438000000000001,high_liking,higher_mentism,high_liking__higher_mentism
63,12,5.0,2.0,3.9,5.0,3.8,3.6666666666666665,4.0,-0.6299999999999999,3.74,-2.3562,lower_liking,higher_mentism,lower_liking__higher_mentism
64,6,5.0,-6.0,5.4,6.1,3.2666666666666666,2.333333333333333,4.0,-0.6299999999999999,-4.26,2.6837999999999993,lower_liking,low_mentism,lower_liking__low_mentism
65,5,5.0,-4.0,4.4,6.1,4.066666666666666,1.6666666666666667,4.0,-0.6299999999999999,-2.26,1.4237999999999997,lower_liking,higher_mentism,lower_liking__higher_mentism
66,27,6.0,-2.0,4.7,5.3,3.1333333333333333,1.3333333333333333,5.0,0.3700000000000001,-0.26,-0.09620000000000004,high_liking,higher_mentism,high_liking__higher_mentism
67,2,6.0,-5.0,3.8,5.4,3.866666666666666,1.6666666666666667,4.0,0.3700000000000001,-3.26,-1.2062000000000002,high_liking,low_mentism,high_liking__low_mentism
68,15,5.0,-6.0,4.5,3.0,3.8,5.0,6.0,-0.6299999999999999,-4.26,2.6837999999999993,lower_liking,low_mentism,lower_liking__low_mentism
69,12,6.0,-6.0,4.0,3.4,3.4,3.333333333333333,2.0,0.3700000000000001,-4.26,-1.5762000000000003,high_liking,low_mentism,high_liking__low_mentism
70,16,6.0,3.0,4.2,4.7,5.133333333333334,3.0,2.0,0.3700000000000001,4.74,1.7538000000000007,high_liking,higher_mentism,high_liking__higher_mentism
71,13,4.0,-4.0,4.1,5.5,3.6,3.333333333333333,2.0,-1.63,-2.26,3.6837999999999993,lower_liking,higher_mentism,lower_liking__higher_mentism
72,6,5.0,-3.0,4.0,4.3,3.6,2.6666666666666665,3.0,-0.6299999999999999,-1.26,0.7937999999999998,lower_liking,higher_mentism,lower_liking__higher_mentism
73,10,5.0,-2.0,4.9,4.5,3.2666666666666666,2.0,5.0,-0.6299999999999999,-0.26,0.16379999999999997,lower_liking,higher_mentism,lower_liking__higher_mentism
74,2,4.0,-6.0,5.8,3.8,4.2,4.0,3.0,-1.63,-4.26,6.9437999999999995,lower_liking,low_mentism,lower_liking__low_mentism
75,40,6.0,5.0,4.9,4.9,4.0,5.0,1.0,0.3700000000000001,6.74,2.4938000000000007,high_liking,higher_mentism,high_liking__higher_mentism
76,116,7.0,4.0,5.3,3.6,5.133333333333334,2.6666666666666665,4.0,1.37,5.74,7.863800000000001,high_liking,higher_mentism,high_liking__higher_mentism
77,11,4.0,-5.0,4.8,3.4,2.7333333333333334,3.6666666666666665,5.0,-1.63,-3.26,5.3138,lower_liking,low_mentism,lower_liking__low_mentism
78,128,5.0,4.0,4.5,5.2,4.4,7.0,3.0,-0.6299999999999999,5.74,-3.6161999999999996,lower_liking,higher_mentism,lower_liking__higher_mentism
79,22,5.0,-4.0,4.2,4.1,4.733333333333333,3.0,2.0,-0.6299999999999999,-2.26,1.4237999999999997,lower_liking,higher_mentism,lower_liking__higher_mentism
80,2,4.0,-3.0,4.6,4.6,5.133333333333334,4.0,4.0,-1.63,-1.26,2.0538,lower_liking,higher_mentism,lower_liking__higher_mentism
81,13,7.0,4.0,3.7,4.7,3.933333333333333,6.666666666666667,2.0,1.37,5.74,7.863800000000001,high_liking,higher_mentism,high_liking__higher_mentism
82,11,6.0,-4.0,4.3,4.6,5.266666666666667,3.333333333333333,4.0,0.3700000000000001,-2.26,-0.8362000000000002,high_liking,higher_mentism,high_liking__higher_mentism
83,20,6.0,-4.0,5.0,5.5,5.8,5.0,2.0,0.3700000000000001,-2.26,-0.8362000000000002,high_liking,higher_mentism,high_liking__higher_mentism
84,11,5.0,-5.0,4.7,4.2,4.266666666666667,3.6666666666666665,2.0,-0.6299999999999999,-3.26,2.0537999999999994,lower_liking,low_mentism,lower_liking__low_mentism
85,22,6.0,3.0,4.7,4.2,5.4,5.0,2.0,0.3700000000000001,4.74,1.7538000000000007,high_liking,higher_mentism,high_liking__higher_mentism
86,10,6.0,6.0,6.2,3.3,3.733333333333333,2.6666666666666665,2.0,0.3700000000000001,7.74,2.863800000000001,high_liking,higher_mentism,high_liking__higher_mentism
87,12,6.0,2.0,4.6,5.2,8.0,3.333333333333333,4.0,0.3700000000000001,3.74,1.3838000000000006,high_liking,higher_mentism,high_liking__higher_mentism
88,5,5.0,-5.0,3.8,6.1,4.866666666666666,3.6666666666666665,5.0,-0.6299999999999999,-3.26,2.0537999999999994,lower_liking,low_mentism,lower_liking__low_mentism
89,7,6.0,-6.0,5.5,4.2,2.7333333333333334,6.333333333333333,2.0,0.3700000000000001,-4.26,-1.5762000000000003,high_liking,low_mentism,high_liking__low_mentism
90,3,4.0,-5.0,3.1,4.8,3.333333333333333,1.3333333333333333,3.0,-1.63,-3.26,5.3138,lower_liking,low_mentism,lower_liking__low_mentism
91,3,5.0,-2.0,3.5,5.6,4.266666666666667,2.333333333333333,2.0,-0.6299999999999999,-0.26,0.16379999999999997,lower_liking,higher_mentism,lower_liking__higher_mentism
92,10,6.0,-2.0,5.1,5.0,3.533333333333333,5.333333333333333,4.0,0.3700000000000001,-0.26,-0.09620000000000004,high_liking,higher_mentism,high_liking__higher_mentism
93,25,4.0,-5.0,3.5,5.4,5.133333333333334,5.333333333333333,1.0,-1.63,-3.26,5.3138,lower_liking,low_mentism,lower_liking__low_mentism
94,13,6.0,-5.0,5.1,4.5,2.7333333333333334,5.0,2.0,0.3700000000000001,-3.26,-1.2062000000000002,high_liking,low_mentism,high_liking__low_mentism
95,7,6.0,-3.0,4.3,4.4,2.933333333333333,4.333333333333333,3.0,0.3700000000000001,-1.26,-0.4662000000000001,high_liking,higher_mentism,high_liking__higher_mentism
96,37,6.0,-4.0,4.1,2.6,4.533333333333333,3.6666666666666665,3.0,0.3700000000000001,-2.26,-0.8362000000000002,high_liking,higher_mentism,high_liking__higher_mentism
97,11,7.0,5.0,6.4,2.4,6.4,5.0,4.0,1.37,6.74,9.2338,high_liking,higher_mentism,high_liking__higher_mentism
99,10,5.0,5.0,4.6,5.0,4.733333333333333,4.666666666666667,6.0,-0.6299999999999999,6.74,-4.246199999999999,lower_liking,higher_mentism,lower_liking__higher_mentism
100,4,6.0,-6.0,5.2,4.1,4.933333333333334,1.0,4.0,0.3700000000000001,-4.26,-1.5762000000000003,high_liking,low_mentism,high_liking__low_mentism
101,108,7.0,-3.0,4.3,3.8,3.4,4.0,2.0,1.37,-1.26,-1.7262000000000002,high_liking,higher_mentism,high_liking__higher_mentism
102,0,7.0,5.0,5.3,4.7,7.266666666666667,5.333333333333333,3.0,1.37,6.74,9.2338,high_liking,higher_mentism,high_liking__higher_mentism
103,90,7.0,-6.0,5.8,4.5,4.933333333333334,4.333333333333333,3.0,1.37,-4.26,-5.8362,high_liking,low_mentism,high_liking__low_mentism
