participant_number,captcha_post_completions,q_post_specific_likeability,q_post_specific_mentism,q_post_gators_pos,q_post_gators_neg,q_pre_idaq,q_pre_captcha_fun,q_pre_captcha_difficulty,like_c,mentism_c,like_x_mentism,liking_zone,mentism_zone,quadrant
13,17,7.0,-3.0,4.7,3.9,2.066666666666667,5.333333333333333,2.0,1.4152542372881358,-1.0508474576271187,-1.4872163171502446,high_liking,higher_mentism,high_liking__higher_mentism
14,8,7.0,-3.0,4.4,4.3,3.2666666666666666,1.6666666666666667,3.0,1.4152542372881358,-1.0508474576271187,-1.4872163171502446,high_liking,higher_mentism,high_liking__higher_mentism
15,10,4.0,-5.0,4.9,5.9,3.066666666666667,3.3333333333333335,2.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
16,5,5.0,-3.0,3.4,4.5,3.066666666666667,5.333333333333333,6.0,-0.5847457627118642,-1.0508474576271187,0.614478598103993,lower_liking,higher_mentism,lower_liking__higher_mentism
17,10,6.0,-6.0,4.5,4.1,3.4,2.3333333333333335,2.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
18,25,7.0,-1.0,4.6,3.3,4.533333333333333,3.6666666666666665,2.0,1.4152542372881358,0.9491525423728813,1.343292157426027,high_liking,higher_mentism,high_liking__higher_mentism
19,3,4.0,-5.0,5.0,4.1,4.6,3.0,3.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
20,10,6.0,4.0,5.4,3.9,4.066666666666666,5.333333333333333,1.0,0.4152542372881358,5.9491525423728815,2.470410801493825,high_liking,higher_mentism,high_liking__higher_mentism
21,29,6.0,-2.0,4.5,3.9,4.133333333333334,4.666666666666667,3.0,0.4152542372881358,-0.05084745762711873,-0.021114622234989992,high_liking,higher_mentism,high_liking__higher_mentism
22,15,6.0,3.0,3.7,4.9,3.8,3.6666666666666665,2.0,0.4152542372881358,4.9491525423728815,2.055156564205689,high_liking,higher_mentism,high_liking__higher_mentism
23,10,4.0,-6.0,3.9,4.5,4.533333333333333,4.0,6.0,-1.5847457627118642,-4.0508474576271185,6.419563343866704,lower_liking,low_mentism,lower_liking__low_mentism
24,28,6.0,2.0,3.0,3.8,4.466666666666667,5.0,2.0,0.4152542372881358,3.9491525423728815,1.6399023269175534,high_liking,higher_mentism,high_liking__higher_mentism
25,10,6.0,4.0,4.2,3.5,5.2,3.0,4.0,0.4152542372881358,5.9491525423728815,2.470410801493825,high_liking,higher_mentism,high_liking__higher_mentism
26,11,7.0,5.0,5.2,3.3,6.533333333333333,3.6666666666666665,3.0,1.4152542372881358,6.9491525423728815,9.834817581154843,high_liking,higher_mentism,high_liking__higher_mentism
27,25,6.0,4.0,4.2,5.2,4.2,5.0,6.0,0.4152542372881358,5.9491525423728815,2.470410801493825,high_liking,higher_mentism,high_liking__higher_mentism
28,30,7.0,5.0,5.2,3.6,6.0,4.333333333333333,1.0,1.4152542372881358,6.9491525423728815,9.834817581154843,high_liking,higher_mentism,high_liking__higher_mentism
29,2,4.0,-1.0,3.6,4.1,3.3333333333333335,4.666666666666667,2.0,-1.5847457627118642,0.9491525423728813,-1.5041654696926168,lower_liking,higher_mentism,lower_liking__higher_mentism
30,20,5.0,-4.0,4.9,4.4,1.8666666666666667,3.0,2.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
31,17,6.0,-2.0,4.9,4.6,3.6666666666666665,4.666666666666667,4.0,0.4152542372881358,-0.05084745762711873,-0.021114622234989992,high_liking,higher_mentism,high_liking__higher_mentism
32,2,5.0,-4.0,5.8,3.8,1.8,4.0,2.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
33,5,4.0,-3.0,4.2,5.3,4.6,1.3333333333333333,3.0,-1.5847457627118642,-1.0508474576271187,1.6653260557311116,lower_liking,higher_mentism,lower_liking__higher_mentism
35,5,6.0,-3.0,5.5,3.1,4.0,4.0,3.0,0.4152542372881358,-1.0508474576271187,-0.4363688595231258,high_liking,higher_mentism,high_liking__higher_mentism
36,11,4.0,-5.0,4.0,4.8,3.1333333333333333,3.3333333333333335,3.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
37,1,6.0,1.0,4.5,5.3,3.8666666666666663,4.0,2.0,0.4152542372881358,2.9491525423728815,1.2246480896294176,high_liking,higher_mentism,high_liking__higher_mentism
38,3,6.0,2.0,5.0,6.3,4.6,2.6666666666666665,3.0,0.4152542372881358,3.9491525423728815,1.6399023269175534,high_liking,higher_mentism,high_liking__higher_mentism
39,10,6.0,-2.0,4.4,5.1,4.4,2.3333333333333335,4.0,0.4152542372881358,-0.05084745762711873,-0.021114622234989992,high_liking,higher_mentism,high_liking__higher_mentism
40,10,6.0,-6.0,5.3,4.0,1.8,2.3333333333333335,2.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
41,11,6.0,0.0,4.5,3.8,3.533333333333333,3.3333333333333335,4.0,0.4152542372881358,1.9491525423728813,0.8093938523412817,high_liking,higher_mentism,high_liking__higher_mentism
42,12,6.0,-1.0,5.2,3.9,4.133333333333334,3.0,3.0,0.4152542372881358,0.9491525423728813,0.3941396150531458,high_liking,higher_mentism,high_liking__higher_mentism
43,43,5.0,1.0,4.4,4.1,6.266666666666667,3.6666666666666665,5.0,-0.5847457627118642,2.9491525423728815,-1.7245044527434639,lower_liking,higher_mentism,lower_liking__higher_mentism
44,4,5.0,-6.0,3.2,5.7,4.333333333333333,3.3333333333333335,2.0,-0.5847457627118642,-4.0508474576271185,2.368715886239585,lower_liking,low_mentism,lower_liking__low_mentism
45,3,4.0,-5.0,4.4,3.8,3.466666666666667,1.3333333333333333,1.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
46,5,6.0,-6.0,4.5,4.0,2.466666666666667,4.0,2.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
47,15,5.0,1.0,4.8,5.5,3.8666666666666663,3.6666666666666665,2.0,-0.5847457627118642,2.9491525423728815,-1.7245044527434639,lower_liking,higher_mentism,lower_liking__higher_mentism
48,11,7.0,4.0,5.9,4.2,5.333333333333333,2.6666666666666665,1.0,1.4152542372881358,5.9491525423728815,8.419563343866706,high_liking,higher_mentism,high_liking__higher_mentism
49,3,5.0,-3.0,4.5,4.3,2.3333333333333335,3.0,4.0,-0.5847457627118642,-1.0508474576271187,0.614478598103993,lower_liking,higher_mentism,lower_liking__higher_mentism
50,4,7.0,3.0,5.9,4.9,5.133333333333334,4.333333333333333,3.0,1.4152542372881358,4.9491525423728815,7.004309106578571,high_liking,higher_mentism,high_liking__higher_mentism
51,115,7.0,-6.0,4.5,4.3,4.266666666666667,1.6666666666666667,2.0,1.4152542372881358,-4.0508474576271185,-5.732979029014651,high_liking,low_mentism,high_liking__low_mentism
52,34,5.0,4.0,5.0,3.9,3.4,3.3333333333333335,3.0,-0.5847457627118642,5.9491525423728815,-3.4787417408790566,lower_liking,higher_mentism,lower_liking__higher_mentism
53,10,3.0,-6.0,4.0,4.8,5.2,1.6666666666666667,4.0,-2.584745762711864,-4.0508474576271185,10.470410801493822,lower_liking,low_mentism,lower_liking__low_mentism
54,11,6.0,1.0,4.8,3.0,5.133333333333334,2.0,5.0,0.4152542372881358,2.9491525423728815,1.2246480896294176,high_liking,higher_mentism,high_liking__higher_mentism
55,10,6.0,-6.0,4.2,4.9,6.666666666666667,2.3333333333333335,1.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
56,26,4.0,-4.0,3.8,4.6,3.7333333333333334,6.333333333333333,4.0,-1.5847457627118642,-2.0508474576271185,3.2500718184429753,lower_liking,higher_mentism,lower_liking__higher_mentism
57,7,5.0,-6.0,4.6,3.7,3.7333333333333334,4.0,6.0,-0.5847457627118642,-4.0508474576271185,2.368715886239585,lower_liking,low_mentism,lower_liking__low_mentism
58,5,5.0,-6.0,5.3,5.9,3.466666666666667,3.0,5.0,-0.5847457627118642,-4.0508474576271185,2.368715886239585,lower_liking,low_mentism,lower_liking__low_mentism
59,5,6.0,2.0,4.4,4.9,4.266666666666667,2.6666666666666665,4.0,0.4152542372881358,3.9491525423728815,1.6399023269175534,high_liking,higher_mentism,high_liking__higher_mentism
60,20,5.0,-4.0,4.4,4.7,4.066666666666666,3.0,3.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
61,5,6.0,-6.0,4.7,4.0,3.4,4.333333333333333,1.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
62,0,6.0,0.0,4.0,3.7,6.8,4.0,2.0,0.4152542372881358,1.9491525423728813,0.8093938523412817,high_liking,higher_mentism,high_liking__higher_mentism
63,12,5.0,2.0,3.9,5.0,3.8,3.6666666666666665,4.0,-0.5847457627118642,3.9491525423728815,-2.3092502154553283,lower_liking,higher_mentism,lower_liking__higher_mentism
64,6,5.0,-6.0,5.4,6.1,3.2666666666666666,2.3333333333333335,4.0,-0.5847457627118642,-4.0508474576271185,2.368715886239585,lower_liking,low_mentism,lower_liking__low_mentism
65,5,5.0,-4.0,4.4,6.1,4.066666666666666,1.6666666666666667,4.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
66,27,6.0,-2.0,4.7,5.3,3.1333333333333333,1.3333333333333333,5.0,0.4152542372881358,-0.05084745762711873,-0.021114622234989992,high_liking,higher_mentism,high_liking__higher_mentism
67,2,6.0,-5.0,3.8,5.4,3.8666666666666663,1.6666666666666667,4.0,0.4152542372881358,-3.0508474576271185,-1.2668773340993973,high_liking,low_mentism,high_liking__low_mentism
68,15,5.0,-6.0,4.5,3.0,3.8,5.0,6.0,-0.5847457627118642,-4.0508474576271185,2.368715886239585,lower_liking,low_mentism,lower_liking__low_mentism
69,12,6.0,-6.0,4.0,3.4,3.4,3.3333333333333335,2.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
70,16,6.0,3.0,4.2,4.7,5.133333333333334,3.0,2.0,0.4152542372881358,4.9491525423728815,2.055156564205689,high_liking,higher_mentism,high_liking__higher_mentism
71,13,4.0,-4.0,4.1,5.5,3.6,3.3333333333333335,2.0,-1.5847457627118642,-2.0508474576271185,3.2500718184429753,lower_liking,higher_mentism,lower_liking__higher_mentism
72,6,5.0,-3.0,4.0,4.3,3.6,2.6666666666666665,3.0,-0.5847457627118642,-1.0508474576271187,0.614478598103993,lower_liking,higher_mentism,lower_liking__higher_mentism
73,10,5.0,-2.0,4.9,4.5,3.2666666666666666,2.0,5.0,-0.5847457627118642,-0.05084745762711873,0.02973283539212874,lower_liking,higher_mentism,lower_liking__higher_mentism
74,2,4.0,-6.0,5.8,3.8,4.2,4.0,3.0,-1.5847457627118642,-4.0508474576271185,6.419563343866704,lower_liking,low_mentism,lower_liking__low_mentism
75,40,6.0,5.0,4.9,4.9,4.0,5.0,1.0,0.4152542372881358,6.9491525423728815,2.8856650387819607,high_liking,higher_mentism,high_liking__higher_mentism
77,11,4.0,-5.0,4.8,3.4,2.7333333333333334,3.6666666666666665,5.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
79,22,5.0,-4.0,4.2,4.1,4.733333333333333,3.0,2.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
80,2,4.0,-3.0,4.6,4.6,5.133333333333334,4.0,4.0,-1.5847457627118642,-1.0508474576271187,1.6653260557311116,lower_liking,higher_mentism,lower_liking__higher_mentism
81,13,7.0,4.0,3.7,4.7,3.933333333333333,6.666666666666667,2.0,1.4152542372881358,5.9491525423728815,8.419563343866706,high_liking,higher_mentism,high_liking__higher_mentism
82,11,6.0,-4.0,4.3,4.6,5.266666666666667,3.3333333333333335,4.0,0.4152542372881358,-2.0508474576271185,-0.8516230968112616,high_liking,higher_mentism,high_liking__higher_mentism
83,20,6.0,-4.0,5.0,5.5,5.8,5.0,2.0,0.4152542372881358,-2.0508474576271185,-0.8516230968112616,high_liking,higher_mentism,high_liking__higher_mentism
84,11,5.0,-5.0,4.7,4.2,4.266666666666667,3.6666666666666665,2.0,-0.5847457627118642,-3.0508474576271185,1.7839701235277212,lower_liking,low_mentism,lower_liking__low_mentism
85,22,6.0,3.0,4.7,4.2,5.4,5.0,2.0,0.4152542372881358,4.9491525423728815,2.055156564205689,high_liking,higher_mentism,high_liking__higher_mentism
86,10,6.0,6.0,6.2,3.3,3.7333333333333334,2.6666666666666665,2.0,0.4152542372881358,7.9491525423728815,3.3009192760700965,high_liking,higher_mentism,high_liking__higher_mentism
87,12,6.0,2.0,4.6,5.2,8.0,3.3333333333333335,4.0,0.4152542372881358,3.9491525423728815,1.6399023269175534,high_liking,higher_mentism,high_liking__higher_mentism
88,5,5.0,-5.0,3.8,6.1,4.866666666666666,3.6666666666666665,5.0,-0.5847457627118642,-3.0508474576271185,1.7839701235277212,lower_liking,low_mentism,lower_liking__low_mentism
89,7,6.0,-6.0,5.5,4.2,2.7333333333333334,6.333333333333333,2.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
90,3,4.0,-5.0,3.1,4.8,3.3333333333333335,1.3333333333333333,3.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
91,3,5.0,-2.0,3.5,5.6,4.266666666666667,2.3333333333333335,2.0,-0.5847457627118642,-0.05084745762711873,0.02973283539212874,lower_liking,higher_mentism,lower_liking__higher_mentism
92,10,6.0,-2.0,5.1,5.0,3.533333333333333,5.333333333333333,4.0,0.4152542372881358,-0.05084745762711873,-0.021114622234989992,high_liking,higher_mentism,high_liking__higher_mentism
93,25,4.0,-5.0,3.5,5.4,5.133333333333334,5.333333333333333,1.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
94,13,6.0,-5.0,5.1,4.5,2.7333333333333334,5.0,2.0,0.4152542372881358,-3.0508474576271185,-1.2668773340993973,high_liking,low_mentism,high_liking__low_mentism
95,7,6.0,-3.0,4.3,4.4,2.933333333333333,4.333333333333333,3.0,0.4152542372881358,-1.0508474576271187,-0.4363688595231258,high_liking,higher_mentism,high_liking__higher_mentism
96,37,6.0,-4.0,4.1,2.6,4.533333333333333,3.6666666666666665,3.0,0.4152542372881358,-2.0508474576271185,-0.8516230968112616,high_liking,higher_mentism,high_liking__higher_mentism
97,11,7.0,5.0,6.4,2.4,6.4,5.0,4.0,1.4152542372881358,6.9491525423728815,9.834817581154843,high_liking,higher_mentism,high_liking__higher_mentism
99,10,5.0,5.0,4.6,5.0,4.733333333333333,4.666666666666667,6.0,-0.5847457627118642,6.9491525423728815,-4.06348750359092,lower_liking,higher_mentism,lower_liking__higher_mentism
100,4,6.0,-6.0,5.2,4.1,4.933333333333334,1.0,4.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
101,108,7.0,-3.0,4.3,3.8,3.4,4.0,2.0,1.4152542372881358,-1.0508474576271187,-1.4872163171502446,high_liking,higher_mentism,high_liking__higher_mentism
102,0,7.0,5.0,5.3,4.7,7.266666666666667,5.333333333333333,3.0,1.4152542372881358,6.9491525423728815,9.834817581154843,high_liking,higher_mentism,high_liking__higher_mentism
103,90,7.0,-6.0,5.8,4.5,4.933333333333334,4.333333333333333,3.0,1.4152542372881358,-4.0508474576271185,-5.732979029014651,high_liking,low_mentism,high_liking__low_mentism
201,5,3.0,-5.0,2.9,4.9,2.533333333333333,2.0,2.0,-2.584745762711864,-3.0508474576271185,7.8856650387819585,lower_liking,low_mentism,lower_liking__low_mentism
202,0,4.0,-3.0,4.2,5.3,4.4,1.3333333333333333,3.0,-1.5847457627118642,-1.0508474576271187,1.6653260557311116,lower_liking,higher_mentism,lower_liking__higher_mentism
203,5,6.0,-5.0,4.9,3.4,1.8,5.666666666666667,3.0,0.4152542372881358,-3.0508474576271185,-1.2668773340993973,high_liking,low_mentism,high_liking__low_mentism
204,1,7.0,-5.0,3.0,5.1,5.133333333333334,1.3333333333333333,3.0,1.4152542372881358,-3.0508474576271185,-4.317724791726516,high_liking,low_mentism,high_liking__low_mentism
205,16,4.0,-5.0,2.7,6.0,2.6666666666666665,5.666666666666667,5.0,-1.5847457627118642,-3.0508474576271185,4.83481758115484,lower_liking,low_mentism,lower_liking__low_mentism
206,10,6.0,-6.0,4.8,3.4,3.533333333333333,5.333333333333333,3.0,0.4152542372881358,-4.0508474576271185,-1.682131571387533,high_liking,low_mentism,high_liking__low_mentism
207,21,5.0,-5.0,5.3,3.7,3.933333333333333,2.6666666666666665,5.0,-0.5847457627118642,-3.0508474576271185,1.7839701235277212,lower_liking,low_mentism,lower_liking__low_mentism
208,5,7.0,-2.0,4.6,3.5,4.2,4.666666666666667,3.0,1.4152542372881358,-0.05084745762711873,-0.07196207986210873,high_liking,higher_mentism,high_liking__higher_mentism
209,0,4.0,-3.0,5.8,3.3,2.6,1.3333333333333333,1.0,-1.5847457627118642,-1.0508474576271187,1.6653260557311116,lower_liking,higher_mentism,lower_liking__higher_mentism
210,0,6.0,-4.0,4.2,5.3,3.1333333333333333,1.0,5.0,0.4152542372881358,-2.0508474576271185,-0.8516230968112616,high_liking,higher_mentism,high_liking__higher_mentism
211,3,5.0,-4.0,4.1,4.9,6.533333333333333,2.3333333333333335,3.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
212,10,5.0,-4.0,3.6,4.7,3.8,4.0,2.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
213,5,7.0,3.0,4.2,4.1,3.2,4.333333333333333,5.0,1.4152542372881358,4.9491525423728815,7.004309106578571,high_liking,higher_mentism,high_liking__higher_mentism
214,0,5.0,-4.0,3.6,4.8,5.733333333333333,4.333333333333333,2.0,-0.5847457627118642,-2.0508474576271185,1.199224360815857,lower_liking,higher_mentism,lower_liking__higher_mentism
215,0,5.0,3.0,4.8,3.9,2.4,1.3333333333333333,2.0,-0.5847457627118642,4.9491525423728815,-2.8939959781671925,lower_liking,higher_mentism,lower_liking__higher_mentism
216,15,6.0,-5.0,4.6,5.0,3.8,5.333333333333333,2.0,0.4152542372881358,-3.0508474576271185,-1.2668773340993973,high_liking,low_mentism,high_liking__low_mentism
217,1,5.0,2.0,4.3,4.2,6.4,5.333333333333333,5.0,-0.5847457627118642,3.9491525423728815,-2.3092502154553283,lower_liking,higher_mentism,lower_liking__higher_mentism
218,0,6.0,1.0,4.8,5.7,5.866666666666666,4.0,1.0,0.4152542372881358,2.9491525423728815,1.2246480896294176,high_liking,higher_mentism,high_liking__higher_mentism
219,4,5.0,4.0,4.4,5.2,6.733333333333333,3.3333333333333335,5.0,-0.5847457627118642,5.9491525423728815,-3.4787417408790566,lower_liking,higher_mentism,lower_liking__higher_mentism
220,5,7.0,-1.0,3.7,5.4,5.8,4.333333333333333,2.0,1.4152542372881358,0.9491525423728813,1.343292157426027,high_liking,higher_mentism,high_liking__higher_mentism
