participant_number,captcha_post_completions,q_post_specific_likeability,q_post_specific_mentism,q_post_gators_pos,q_post_gators_neg,q_pre_idaq,q_pre_captcha_fun,q_pre_captcha_difficulty,like_c,mentism_c,like_x_mentism,liking_zone,mentism_zone,quadrant
18,25,7.0,-1.0,4.6,3.3,4.533333333333333,3.6666666666666665,2.0,1.3775510204081636,0.8571428571428572,1.1807580174927117,high_liking,higher_mentism,high_liking__higher_mentism
19,3,4.0,-5.0,5.0,4.1,4.6,3.0,3.0,-1.6224489795918364,-3.142857142857143,5.099125364431486,lower_liking,low_mentism,lower_liking__low_mentism
20,10,6.0,4.0,5.4,3.9,4.066666666666666,5.333333333333333,1.0,0.3775510204081636,5.857142857142858,2.2113702623906724,high_liking,higher_mentism,high_liking__higher_mentism
21,29,6.0,-2.0,4.5,3.9,4.133333333333334,4.666666666666667,3.0,0.3775510204081636,-0.1428571428571428,-0.05393586005830906,high_liking,higher_mentism,high_liking__higher_mentism
22,15,6.0,3.0,3.7,4.9,3.8,3.6666666666666665,2.0,0.3775510204081636,4.857142857142858,1.833819241982509,high_liking,higher_mentism,high_liking__higher_mentism
23,10,4.0,-6.0,3.9,4.5,4.533333333333333,4.0,6.0,-1.6224489795918364,-4.142857142857142,6.721574344023321,lower_liking,low_mentism,lower_liking__low_mentism
24,28,6.0,2.0,3.0,3.8,4.466666666666667,5.0,2.0,0.3775510204081636,3.857142857142857,1.4562682215743452,high_liking,higher_mentism,high_liking__higher_mentism
25,10,6.0,4.0,4.2,3.5,5.2,3.0,4.0,0.3775510204081636,5.857142857142858,2.2113702623906724,high_liking,higher_mentism,high_liking__higher_mentism
26,11,7.0,5.0,5.2,3.3,6.533333333333333,3.6666666666666665,3.0,1.3775510204081636,6.857142857142858,9.446064139941694,high_liking,higher_mentism,high_liking__higher_mentism
27,25,6.0,4.0,4.2,5.2,4.2,5.0,6.0,0.3775510204081636,5.857142857142858,2.2113702623906724,high_liking,higher_mentism,high_liking__higher_mentism
28,30,7.0,5.0,5.2,3.6,6.0,4.333333333333333,1.0,1.3775510204081636,6.857142857142858,9.446064139941694,high_liking,higher_mentism,high_liking__higher_mentism
29,2,4.0,-1.0,3.6,4.1,3.333333333333333,4.666666666666667,2.0,-1.6224489795918364,0.8571428571428572,-1.39067055393586,lower_liking,higher_mentism,lower_liking__higher_mentism
30,20,5.0,-4.0,4.9,4.4,1.8666666666666667,3.0,2.0,-0.6224489795918364,-2.142857142857143,1.3338192419825066,lower_liking,higher_mentism,lower_liking__higher_mentism
31,17,6.0,-2.0,4.9,4.6,3.6666666666666665,4.666666666666667,4.0,0.3775510204081636,-0.1428571428571428,-0.05393586005830906,high_liking,higher_mentism,high_liking__higher_mentism
32,2,5.0,-4.0,5.8,3.8,1.8,4.0,2.0,-0.6224489795918364,-2.142857142857143,1.3338192419825066,lower_liking,higher_mentism,lower_liking__higher_mentism
33,5,4.0,-3.0,4.2,5.3,4.6,1.3333333333333333,3.0,-1.6224489795918364,-1.1428571428571428,1.854227405247813,lower_liking,higher_mentism,lower_liking__higher_mentism
35,5,6.0,-3.0,5.5,3.1,4.0,4.0,3.0,0.3775510204081636,-1.1428571428571428,-0.43148688046647266,high_liking,higher_mentism,high_liking__higher_mentism
36,11,4.0,-5.0,4.0,4.8,3.1333333333333333,3.333333333333333,3.0,-1.6224489795918364,-3.142857142857143,5.099125364431486,lower_liking,low_mentism,lower_liking__low_mentism
37,1,6.0,1.0,4.5,5.3,3.866666666666666,4.0,2.0,0.3775510204081636,2.857142857142857,1.0787172011661816,high_liking,higher_mentism,high_liking__higher_mentism
38,3,6.0,2.0,5.0,6.3,4.6,2.6666666666666665,3.0,0.3775510204081636,3.857142857142857,1.4562682215743452,high_liking,higher_mentism,high_liking__higher_mentism
39,10,6.0,-2.0,4.4,5.1,4.4,2.333333333333333,4.0,0.3775510204081636,-0.1428571428571428,-0.05393586005830906,high_liking,higher_mentism,high_liking__higher_mentism
40,10,6.0,-6.0,5.3,4.0,1.8,2.333333333333333,2.0,0.3775510204081636,-4.142857142857142,-1.5641399416909632,high_liking,low_mentism,high_liking__low_mentism
41,11,6.0,0.0,4.5,3.8,3.533333333333333,3.333333333333333,4.0,0.3775510204081636,1.8571428571428572,0.7011661807580181,high_liking,higher_mentism,high_liking__higher_mentism
42,12,6.0,-1.0,5.2,3.9,4.133333333333334,3.0,3.0,0.3775510204081636,0.8571428571428572,0.3236151603498545,high_liking,higher_mentism,high_liking__higher_mentism
43,43,5.0,1.0,4.4,4.1,6.266666666666667,3.6666666666666665,5.0,-0.6224489795918364,2.857142857142857,-1.7784256559766756,lower_liking,higher_mentism,lower_liking__higher_mentism
44,4,5.0,-6.0,3.2,5.7,4.333333333333333,3.333333333333333,2.0,-0.6224489795918364,-4.142857142857142,2.578717201166179,lower_liking,low_mentism,lower_liking__low_mentism
45,3,4.0,-5.0,4.4,3.8,3.466666666666667,1.3333333333333333,1.0,-1.6224489795918364,-3.142857142857143,5.099125364431486,lower_liking,low_mentism,lower_liking__low_mentism
46,5,6.0,-6.0,4.5,4.0,2.466666666666667,4.0,2.0,0.3775510204081636,-4.142857142857142,-1.5641399416909632,high_liking,low_mentism,high_liking__low_mentism
47,15,5.0,1.0,4.8,5.5,3.866666666666666,3.6666666666666665,2.0,-0.6224489795918364,2.857142857142857,-1.7784256559766756,lower_liking,higher_mentism,lower_liking__higher_mentism
48,11,7.0,4.0,5.9,4.2,5.333333333333333,2.6666666666666665,1.0,1.3775510204081636,5.857142857142858,8.068513119533531,high_liking,higher_mentism,high_liking__higher_mentism
49,3,5.0,-3.0,4.5,4.3,2.333333333333333,3.0,4.0,-0.6224489795918364,-1.1428571428571428,0.7113702623906701,lower_liking,higher_mentism,lower_liking__higher_mentism
50,4,7.0,3.0,5.9,4.9,5.133333333333334,4.333333333333333,3.0,1.3775510204081636,4.857142857142858,6.690962099125366,high_liking,higher_mentism,high_liking__higher_mentism
51,115,7.0,-6.0,4.5,4.3,4.266666666666667,1.6666666666666667,2.0,1.3775510204081636,-4.142857142857142,-5.706997084548106,high_liking,low_mentism,high_liking__low_mentism
52,34,5.0,4.0,5.0,3.9,3.4,3.333333333333333,3.0,-0.6224489795918364,5.857142857142858,-3.6457725947521853,lower_liking,higher_mentism,lower_liking__higher_mentism
53,10,3.0,-6.0,4.0,4.8,5.2,1.6666666666666667,4.0,-2.6224489795918364,-4.142857142857142,10.864431486880465,lower_liking,low_mentism,lower_liking__low_mentism
54,11,6.0,1.0,4.8,3.0,5.133333333333334,2.0,5.0,0.3775510204081636,2.857142857142857,1.0787172011661816,high_liking,higher_mentism,high_liking__higher_mentism
55,10,6.0,-6.0,4.2,4.9,6.666666666666667,2.333333333333333,1.0,0.3775510204081636,-4.142857142857142,-1.5641399416909632,high_liking,low_mentism,high_liking__low_mentism
56,26,4.0,-4.0,3.8,4.6,3.733333333333333,6.333333333333333,4.0,-1.6224489795918364,-2.142857142857143,3.4766763848396494,lower_liking,higher_mentism,lower_liking__higher_mentism
57,7,5.0,-6.0,4.6,3.7,3.733333333333333,4.0,6.0,-0.6224489795918364,-4.142857142857142,2.578717201166179,lower_liking,low_mentism,lower_liking__low_mentism
58,5,5.0,-6.0,5.3,5.9,3.466666666666667,3.0,5.0,-0.6224489795918364,-4.142857142857142,2.578717201166179,lower_liking,low_mentism,lower_liking__low_mentism
59,5,6.0,2.0,4.4,4.9,4.266666666666667,2.6666666666666665,4.0,0.3775510204081636,3.857142857142857,1.4562682215743452,high_liking,higher_mentism,high_liking__higher_mentism
60,20,5.0,-4.0,4.4,4.7,4.066666666666666,3.0,3.0,-0.6224489795918364,-2.142857142857143,1.3338192419825066,lower_liking,higher_mentism,lower_liking__higher_mentism
61,5,6.0,-6.0,4.7,4.0,3.4,4.333333333333333,1.0,0.3775510204081636,-4.142857142857142,-1.5641399416909632,high_liking,low_mentism,high_liking__low_mentism
62,0,6.0,0.0,4.0,3.7,6.8,4.0,2.0,0.3775510204081636,1.8571428571428572,0.7011661807580181,high_liking,higher_mentism,high_liking__higher_mentism
63,12,5.0,2.0,3.9,5.0,3.8,3.6666666666666665,4.0,-0.6224489795918364,3.857142857142857,-2.400874635568512,lower_liking,higher_mentism,lower_liking__higher_mentism
64,6,5.0,-6.0,5.4,6.1,3.2666666666666666,2.333333333333333,4.0,-0.6224489795918364,-4.142857142857142,2.578717201166179,lower_liking,low_mentism,lower_liking__low_mentism
65,5,5.0,-4.0,4.4,6.1,4.066666666666666,1.6666666666666667,4.0,-0.6224489795918364,-2.142857142857143,1.3338192419825066,lower_liking,higher_mentism,lower_liking__higher_mentism
66,27,6.0,-2.0,4.7,5.3,3.1333333333333333,1.3333333333333333,5.0,0.3775510204081636,-0.1428571428571428,-0.05393586005830906,high_liking,higher_mentism,high_liking__higher_mentism
67,2,6.0,-5.0,3.8,5.4,3.866666666666666,1.6666666666666667,4.0,0.3775510204081636,-3.142857142857143,-1.1865889212827998,high_liking,low_mentism,high_liking__low_mentism
68,15,5.0,-6.0,4.5,3.0,3.8,5.0,6.0,-0.6224489795918364,-4.142857142857142,2.578717201166179,lower_liking,low_mentism,lower_liking__low_mentism
69,12,6.0,-6.0,4.0,3.4,3.4,3.333333333333333,2.0,0.3775510204081636,-4.142857142857142,-1.5641399416909632,high_liking,low_mentism,high_liking__low_mentism
70,16,6.0,3.0,4.2,4.7,5.133333333333334,3.0,2.0,0.3775510204081636,4.857142857142858,1.833819241982509,high_liking,higher_mentism,high_liking__higher_mentism
71,13,4.0,-4.0,4.1,5.5,3.6,3.333333333333333,2.0,-1.6224489795918364,-2.142857142857143,3.4766763848396494,lower_liking,higher_mentism,lower_liking__higher_mentism
72,6,5.0,-3.0,4.0,4.3,3.6,2.6666666666666665,3.0,-0.6224489795918364,-1.1428571428571428,0.7113702623906701,lower_liking,higher_mentism,lower_liking__higher_mentism
73,10,5.0,-2.0,4.9,4.5,3.2666666666666666,2.0,5.0,-0.6224489795918364,-0.1428571428571428,0.08892128279883374,lower_liking,higher_mentism,lower_liking__higher_mentism
74,2,4.0,-6.0,5.8,3.8,4.2,4.0,3.0,-1.6224489795918364,-4.142857142857142,6.721574344023321,lower_liking,low_mentism,lower_liking__low_mentism
75,40,6.0,5.0,4.9,4.9,4.0,5.0,1.0,0.3775510204081636,6.857142857142858,2.588921282798836,high_liking,higher_mentism,high_liking__higher_mentism
77,11,4.0,-5.0,4.8,3.4,2.7333333333333334,3.6666666666666665,5.0,-1.6224489795918364,-3.142857142857143,5.099125364431486,lower_liking,low_mentism,lower_liking__low_mentism
79,22,5.0,-4.0,4.2,4.1,4.733333333333333,3.0,2.0,-0.6224489795918364,-2.142857142857143,1.3338192419825066,lower_liking,higher_mentism,lower_liking__higher_mentism
80,2,4.0,-3.0,4.6,4.6,5.133333333333334,4.0,4.0,-1.6224489795918364,-1.1428571428571428,1.854227405247813,lower_liking,higher_mentism,lower_liking__higher_mentism
81,13,7.0,4.0,3.7,4.7,3.933333333333333,6.666666666666667,2.0,1.3775510204081636,5.857142857142858,8.068513119533531,high_liking,higher_mentism,high_liking__higher_mentism
82,11,6.0,-4.0,4.3,4.6,5.266666666666667,3.333333333333333,4.0,0.3775510204081636,-2.142857142857143,-0.8090379008746362,high_liking,higher_mentism,high_liking__higher_mentism
83,20,6.0,-4.0,5.0,5.5,5.8,5.0,2.0,0.3775510204081636,-2.142857142857143,-0.8090379008746362,high_liking,higher_mentism,high_liking__higher_mentism
84,11,5.0,-5.0,4.7,4.2,4.266666666666667,3.6666666666666665,2.0,-0.6224489795918364,-3.142857142857143,1.956268221574343,lower_liking,low_mentism,lower_liking__low_mentism
85,22,6.0,3.0,4.7,4.2,5.4,5.0,2.0,0.3775510204081636,4.857142857142858,1.833819241982509,high_liking,higher_mentism,high_liking__higher_mentism
86,10,6.0,6.0,6.2,3.3,3.733333333333333,2.6666666666666665,2.0,0.3775510204081636,7.857142857142858,2.9664723032069995,high_liking,higher_mentism,high_liking__higher_mentism
87,12,6.0,2.0,4.6,5.2,8.0,3.333333333333333,4.0,0.3775510204081636,3.857142857142857,1.4562682215743452,high_liking,higher_mentism,high_liking__higher_mentism
88,5,5.0,-5.0,3.8,6.1,4.866666666666666,3.6666666666666665,5.0,-0.6224489795918364,-3.142857142857143,1.956268221574343,lower_liking,low_mentism,lower_liking__low_mentism
89,7,6.0,-6.0,5.5,4.2,2.7333333333333334,6.333333333333333,2.0,0.3775510204081636,-4.142857142857142,-1.5641399416909632,high_liking,low_mentism,high_liking__low_mentism
90,3,4.0,-5.0,3.1,4.8,3.333333333333333,1.3333333333333333,3.0,-1.6224489795918364,-3.142857142857143,5.099125364431486,lower_liking,low_mentism,lower_liking__low_mentism
91,3,5.0,-2.0,3.5,5.6,4.266666666666667,2.333333333333333,2.0,-0.6224489795918364,-0.1428571428571428,0.08892128279883374,lower_liking,higher_mentism,lower_liking__higher_mentism
92,10,6.0,-2.0,5.1,5.0,3.533333333333333,5.333333333333333,4.0,0.3775510204081636,-0.1428571428571428,-0.05393586005830906,high_liking,higher_mentism,high_liking__higher_mentism
93,25,4.0,-5.0,3.5,5.4,5.133333333333334,5.333333333333333,1.0,-1.6224489795918364,-3.142857142857143,5.099125364431486,lower_liking,low_mentism,lower_liking__low_mentism
94,13,6.0,-5.0,5.1,4.5,2.7333333333333334,5.0,2.0,0.3775510204081636,-3.142857142857143,-1.1865889212827998,high_liking,low_mentism,high_liking__low_mentism
95,7,6.0,-3.0,4.3,4.4,2.933333333333333,4.333333333333333,3.0,0.3775510204081636,-1.1428571428571428,-0.43148688046647266,high_liking,higher_mentism,high_liking__higher_mentism
96,37,6.0,-4.0,4.1,2.6,4.533333333333333,3.6666666666666665,3.0,0.3775510204081636,-2.142857142857143,-0.8090379008746362,high_liking,higher_mentism,high_liking__higher_mentism
97,11,7.0,5.0,6.4,2.4,6.4,5.0,4.0,1.3775510204081636,6.857142857142858,9.446064139941694,high_liking,higher_mentism,high_liking__higher_mentism
99,10,5.0,5.0,4.6,5.0,4.733333333333333,4.666666666666667,6.0,-0.6224489795918364,6.857142857142858,-4.268221574344022,lower_liking,higher_mentism,lower_liking__higher_mentism
100,4,6.0,-6.0,5.2,4.1,4.933333333333334,1.0,4.0,0.3775510204081636,-4.142857142857142,-1.5641399416909632,high_liking,low_mentism,high_liking__low_mentism
101,108,7.0,-3.0,4.3,3.8,3.4,4.0,2.0,1.3775510204081636,-1.1428571428571428,-1.5743440233236154,high_liking,higher_mentism,high_liking__higher_mentism
102,0,7.0,5.0,5.3,4.7,7.266666666666667,5.333333333333333,3.0,1.3775510204081636,6.857142857142858,9.446064139941694,high_liking,higher_mentism,high_liking__higher_mentism
103,90,7.0,-6.0,5.8,4.5,4.933333333333334,4.333333333333333,3.0,1.3775510204081636,-4.142857142857142,-5.706997084548106,high_liking,low_mentism,high_liking__low_mentism
