exp_sid,participant_number,age,gender,analysis_note,captcha_pre_attempts,captcha_pre_completions,captcha_pre_goal,captcha_pre_total_time,captcha_pre_mean_rt,captcha_post_attempts,captcha_post_completions,captcha_post_goal,captcha_post_total_time,captcha_post_mean_rt,q_pre_captcha_total_time,q_pre_captcha_fun,q_pre_captcha_difficulty,q_pre_captcha_meaningfulness,q_pre_idaq_total_time,q_pre_idaq,q_pre_2050_total_time,q_pre_2050_mean_futurism_score,q_post_gators_total_time,q_post_gators_pos,q_post_gators_neg,q_post_specific_total_time,q_post_specific_mentism,q_post_specific_likeability,q_post_specific_robot_has_mind,q_post_specific_robot_empathy,watchdog_total,total_words,mean_words_per_turn,word_rate_wps,robot_total_words,robot_mean_words_per_turn,robot_word_rate_wps,mean_latency_sec,voice_metrics_valid
62a36f18c1e94e6eabff7e80742d4d98,12,18,female,,14,10,10,256.412,17.737571428571428,14,11,1000,142.523,9.889142857142858,41.197,4.0,5.0,4.0,278.054,4.266666666666667,209.112,5.666666666666667,152.57,5.6,4.3,35.757,2.0,6.0,1,6.0,0,404.0,21.26315789473684,1.8893027584287925,958.0,50.42105263157895,2.6513763783856588,17.45936842105263,True
4aaafe69bd1d423f9068c7ee2b7f1b24,13,18,female,,10,10,10,147.895,14.7848,19,17,1000,143.029,7.311894736842104,21.62,5.333333333333333,2.0,3.0,131.022,2.066666666666667,88.933,3.1333333333333333,98.208,4.7,3.9,19.66,-3.0,7.0,0,5.0,1,236.0,12.421052631578949,2.8626359297198625,1190.0,62.63157894736842,2.6171891626806,10.912842105263158,True
673dcdd4a5344facb04c4a4576b0ba79,14,18,female,,15,10,10,220.911,14.0542,10,8,1000,203.173,19.9116,29.237,1.6666666666666667,3.0,1.0,205.875,3.2666666666666666,145.661,5.133333333333334,147.413,4.4,4.3,31.227,-3.0,7.0,0,3.0,2,170.0,7.727272727272727,1.9393773457909804,1037.0,47.13636363636363,2.6754617553418805,11.278545454545451,True
47e09766c58f40a7b99fca6080d6a541,15,17,female,,12,10,10,151.339,12.272166666666667,11,10,1000,101.2,9.012545454545451,30.94,3.333333333333333,2.0,1.0,157.58,3.066666666666667,130.411,3.533333333333333,122.493,4.9,5.9,25.952,-5.0,4.0,0,2.0,0,278.0,12.636363636363637,1.8149649737874665,1077.0,48.95454545454545,2.6530435008098774,10.727590909090909,True
7fc17f54105c4f4281dc03dfedd3dac2,16,18,male,,14,10,10,192.382,13.162428571428572,5,5,1000,65.213,13.038,56.873,5.333333333333333,6.0,2.0,339.007,3.066666666666667,219.476,5.466666666666667,161.308,3.4,4.5,62.119,-3.0,5.0,0,3.0,0,286.0,16.823529411764707,2.237425239877802,1197.0,70.41176470588235,2.578259568824183,20.93294117647059,True
ee867f0d615e4e4699081702333a57f3,17,18,other,,12,10,10,166.037,13.496666666666668,10,10,1000,104.628,10.4586,30.654,2.333333333333333,2.0,1.0,198.47,3.4,119.119,2.066666666666667,160.257,4.5,4.1,36.704,-6.0,6.0,0,6.0,2,437.0,25.705882352941178,2.196852016629717,876.0,51.52941176470589,2.6472566298603417,14.035823529411765,True
bcc8ff2711444f4fa1cb7a4c732c6b9a,18,18,female,,10,10,10,185.616,18.5585,27,25,1000,270.446,9.864555555555556,38.363,3.6666666666666665,2.0,4.0,220.839,4.533333333333333,156.802,5.0,164.484,4.6,3.3,35.585,-1.0,7.0,0,7.0,0,235.0,11.75,2.460063228859158,1280.0,64.0,2.697093151596088,15.035050000000002,True
bea2011ad47945a9991b4962b7a26bbe,19,18,female,,12,10,10,187.967,15.325333333333331,7,3,1000,78.296,10.325,21.809,3.0,3.0,4.0,252.369,4.6,121.706,4.6,133.915,5.0,4.1,28.111,-5.0,4.0,0,1.0,0,262.0,15.411764705882351,2.1692333167743003,1138.0,66.94117647058823,2.3851709514116823,12.363941176470586,True
30211c3c23054047b300fe7d69b21ea6,20,18,female,,10,10,10,129.154,12.9121,11,10,1000,90.929,8.07990909090909,30.573,5.333333333333333,1.0,3.0,196.656,4.066666666666666,117.044,3.466666666666667,152.15,5.4,3.9,28.071,4.0,6.0,1,5.0,0,206.0,7.357142857142857,2.080745027928447,1195.0,42.67857142857143,2.698750766911165,8.145535714285712,True
121e88c44bb24c3fac7a01bf04bdb03f,21,19,female,,14,10,10,151.465,10.242857142857144,31,29,1000,230.351,7.297290322580646,23.969,4.666666666666667,3.0,4.0,185.747,4.133333333333334,151.256,3.4,114.469,4.5,3.9,27.295,-2.0,6.0,0,4.0,4,165.0,7.173913043478261,1.9473851927911343,1278.0,55.56521739130435,2.656307407295188,3.3873636363636352,True
8c78b31e3f02444ab89450f9a192abb9,22,18,female,,12,10,10,193.768,15.807666666666668,17,15,1000,202.719,11.684,20.883,3.6666666666666665,2.0,1.0,144.024,3.8,86.757,4.733333333333333,96.041,3.7,4.9,15.059,3.0,6.0,1,4.0,0,,,,,,,,True
2a7ca7b5779c412984f34e46d9bf2635,23,18,male,,14,10,10,186.719,12.75957142857143,13,10,1000,114.189,8.316692307692309,27.133,4.0,6.0,4.0,169.086,4.533333333333333,141.407,2.066666666666667,151.976,3.9,4.5,30.045,-6.0,4.0,0,3.0,2,430.0,33.07692307692308,3.199083425399979,1059.0,81.46153846153847,2.62258016718503,18.08315384615385,True
93915b60073745b0bc6f3db0d177d998,24,18,female,,11,10,10,162.861,14.618272727272728,32,28,1000,307.288,9.347,26.596,5.0,2.0,2.0,242.757,4.466666666666667,151.013,3.6,179.471,3.0,3.8,35.763,2.0,6.0,1,5.0,0,283.0,15.72222222222222,2.594711556093446,1163.0,64.61111111111111,2.6423052752761973,14.767055555555553,True
9f2a4e88194e4080ad8aad6a59b6a1d1,25,18,male,,12,10,10,153.09,12.417083333333332,10,10,1000,78.217,7.8165,44.613,3.0,4.0,2.0,175.351,5.2,141.349,3.6666666666666665,164.873,4.2,3.5,35.125,4.0,6.0,1,4.0,0,197.0,9.85,1.9554999677392135,1100.0,55.0,2.653140133678279,12.694949999999997,True
8b081f52ad9343fbbda7ef81e6dd3a04,26,18,female,,12,10,10,128.852,10.398583333333333,12,11,1000,89.765,7.308666666666666,30.004,3.6666666666666665,3.0,2.0,159.118,6.533333333333333,122.494,4.933333333333334,125.708,5.2,3.3,18.88,5.0,7.0,1,5.0,0,603.0,40.2,3.0355430375063244,987.0,65.8,2.6793939488867813,13.210466666666663,True
9cdcc1da3e10496c9a623f7b5284a5ba,27,18,female,,14,10,10,173.982,11.847928571428572,29,25,1000,249.978,8.337758620689655,25.485,5.0,6.0,4.0,155.269,4.2,122.238,5.6,205.731,4.2,5.2,22.412,4.0,6.0,1,6.0,3,341.0,20.058823529411764,2.656290774258127,1025.0,64.0625,2.7668738779128774,12.1375,True
6bba52ff679e449391b18a4f3cb3378a,28,23,male,,11,10,10,213.759,19.24572727272728,34,30,1000,314.385,9.064617647058824,38.102,4.333333333333333,1.0,6.0,241.311,6.0,193.832,4.666666666666667,164.285,5.2,3.6,22.963,5.0,7.0,1,5.0,2,573.0,57.3,2.60062088121562,953.0,95.3,2.700891435310637,30.636900000000004,True
1f73ad75111d4a03a9da913787843eae,29,20,female,,12,10,10,161.612,13.128083333333334,4,2,1000,56.374,13.58875,24.395,4.666666666666667,2.0,4.0,172.31,3.333333333333333,103.894,2.4,118.377,3.6,4.1,30.067,-1.0,4.0,0,3.0,4,142.0,8.875,2.2855855203328588,1067.0,66.6875,2.725771448521964,13.3636875,True
b6d5b977f46a4cf597738d6c4b413a9d,30,19,male,,10,10,10,113.542,11.3491,28,20,1000,195.147,6.391214285714286,27.064,3.0,2.0,3.0,166.695,1.8666666666666667,131.771,5.733333333333333,164.537,4.9,4.4,16.715,-4.0,5.0,0,5.0,2,189.0,11.117647058823527,2.4358181255799574,1042.0,61.294117647058826,2.5505559512468703,11.947588235294116,True
bbec2a47208a49b19e637fdbe08204c7,31,20,female,,13,10,10,157.701,11.663692307692306,23,17,1000,301.921,12.599260869565216,51.326,4.666666666666667,4.0,2.0,191.494,3.6666666666666665,159.181,3.733333333333333,157.59,4.9,4.6,31.861,-2.0,6.0,0,5.0,3,282.0,14.1,2.34906037584966,1030.0,54.21052631578947,2.727326546954006,13.680526315789471,True
cef0e506fa7c47b2bb92964ece39c629,32,21,female,,13,10,10,173.747,12.89776923076923,3,2,1000,34.216,10.733,34.451,4.0,2.0,4.0,163.588,1.8,157.158,3.8,156.11,5.8,3.8,30.051,-4.0,5.0,0,5.0,0,182.0,8.272727272727273,2.2784318880313466,1130.0,51.36363636363637,2.6630031882139464,12.672045454545453,True
da6b1f80b3814716b99154d8a3760901,33,18,female,,12,10,10,159.724,12.970833333333331,7,5,1000,71.531,9.640285714285714,26.479,1.3333333333333333,3.0,2.0,143.238,4.6,116.959,2.8,132.755,4.2,5.3,28.259,-3.0,4.0,0,5.0,0,338.0,21.125,2.2239548892463885,1095.0,68.4375,2.6659930687475044,14.137874999999998,True
5edab9ad89db4ce29278fcd6967dc22f,35,19,female,,13,10,10,235.61,17.656,5,5,1000,61.875,12.3708,22.783,4.0,3.0,3.0,146.712,4.0,109.857,5.0,108.418,5.5,3.1,28.187,-3.0,6.0,0,6.0,0,461.0,27.11764705882353,2.3164374097104448,906.0,53.294117647058826,2.609779374549582,10.513588235294115,True
cb2739d8df89442f92479d3a7e8b92dd,36,18,male,,14,10,10,261.9,18.129,14,11,1000,190.154,13.147500000000004,47.968,3.333333333333333,3.0,3.0,194.416,3.1333333333333333,129.029,2.6666666666666665,156.099,4.0,4.8,27.851,-5.0,4.0,0,3.0,1,492.0,30.75,3.5121157284963225,987.0,61.6875,2.5531096306789,15.398125,True
af0dfcdcede944e5adbf92a4c0ba9b92,37,18,male,,11,10,10,124.047,11.08981818181818,1,1,1000,13.1,13.1,24.333,4.0,2.0,2.0,157.021,3.8666666666666663,88.189,2.2666666666666666,125.382,4.5,5.3,36.669,1.0,6.0,1,2.0,0,368.0,24.53333333333333,2.620102881757178,1098.0,73.2,2.591458535434147,12.4346,True
d48744259ced44b59415148e3901862e,38,18,female,,12,10,10,225.681,18.468166666666665,6,3,1000,59.195,8.859499999999999,36.477,2.6666666666666665,3.0,3.0,233.036,4.6,184.068,5.6,154.719,5.0,6.3,31.06,2.0,6.0,1,3.0,2,251.0,12.55,2.0440904611826407,980.0,49.0,2.8104638148406487,16.236949999999997,True
7d8eefccdb224f898923a6c601c8ab83,39,18,female,,14,10,10,208.727,14.33114285714286,11,10,1000,109.545,9.76890909090909,20.107,2.333333333333333,4.0,2.0,147.322,4.4,117.282,2.066666666666667,119.561,4.4,5.1,20.44,-2.0,6.0,0,6.0,5,223.0,17.153846153846153,2.0259006400210766,880.0,67.6923076923077,2.7184304651830806,16.943692307692306,True
fc090a6ff748439ea823340006f8409b,40,38,male,,10,10,10,279.193,27.9146,12,10,1000,157.688,12.96875,80.755,2.333333333333333,2.0,4.0,425.167,1.8,287.92,2.8666666666666667,307.793,5.3,4.0,32.017,-6.0,6.0,0,1.0,1,424.0,28.266666666666666,2.326244870191148,986.0,65.73333333333333,2.7570109789145936,25.255533333333336,True
7d6366e64e6c4cfdba0bab82b1604f44,41,18,female,,14,10,10,189.77,12.976857142857144,11,11,1000,102.351,9.300090909090908,48.047,3.333333333333333,4.0,2.0,193.188,3.533333333333333,124.531,2.533333333333333,165.872,4.5,3.8,35.804,0.0,6.0,1,2.0,4,211.0,13.1875,2.559390598181741,1020.0,63.75,2.769280653556654,12.443625,True
37a96095f39f4370a745a7e32ebf11d5,42,22,female,,10,10,10,131.161,13.1113,17,12,1000,160.062,8.938823529411764,33.268,3.0,3.0,2.0,161.046,4.133333333333334,166.924,4.333333333333333,129.046,5.2,3.9,25.713,-1.0,6.0,0,5.0,2,381.0,22.41176470588235,2.314582782784607,881.0,55.0625,2.530323818075197,16.498625,True
907a2daa3fe54a0ca3ead9847e09b46a,43,18,male,,12,10,10,180.939,14.739833333333335,49,43,1000,408.784,8.091755102040816,24.205,3.6666666666666665,5.0,3.0,157.14,6.266666666666667,120.453,3.466666666666667,146.229,4.4,4.1,28.795,1.0,5.0,1,5.0,2,306.0,20.4,2.5013180965459743,1039.0,69.26666666666667,2.611068659950544,15.799133333333335,True
91783553ab0449c09f5bc3434e2eaa89,44,23,female,,11,10,10,134.161,12.009545454545451,5,4,1000,61.064,12.2088,18.444,3.333333333333333,2.0,2.0,145.102,4.333333333333333,119.805,2.333333333333333,128.363,3.2,5.7,36.058,-6.0,5.0,0,4.0,1,247.0,15.4375,1.9936879999354271,1020.0,63.75,2.550050872445235,12.995500000000002,True
cac2c0de502348bfad795df71f2a1e71,45,17,male,,10,10,10,167.498,16.7453,3,3,1000,35.338,11.776333333333334,17.699,1.3333333333333333,1.0,1.0,247.648,3.466666666666667,149.453,6.0,134.087,4.4,3.8,32.246,-5.0,4.0,0,2.0,3,202.0,13.466666666666669,2.546309427017352,1042.0,69.46666666666667,2.47654886284708,14.195599999999995,True
dff5c0713e614e1fb873826cbbb41705,46,19,female,,12,10,10,158.541,12.872333333333335,7,5,1000,61.175,8.162571428571429,34.547,4.0,2.0,3.0,180.133,2.466666666666667,138.86,4.866666666666666,156.126,4.5,4.0,26.075,-6.0,6.0,0,4.0,0,494.0,35.285714285714285,2.20004364459052,931.0,66.5,2.5602007195259158,16.449428571428573,True
b99a2b7b8dd84149960b13cb998f42d7,47,19,male,,10,10,10,120.655,12.0608,18,15,1000,126.67,6.6979444444444445,27.334,3.6666666666666665,2.0,3.0,141.692,3.8666666666666663,129.053,3.466666666666667,129.71,4.8,5.5,24.068,1.0,5.0,1,2.0,2,210.0,13.125,3.1140867940476453,1149.0,71.8125,2.65753107870054,13.829562500000002,True
790f52e00a444c14b46f8c7c768fb554,48,18,female,,10,10,10,158.503,15.8454,11,11,1000,91.617,8.323636363636364,20.915,2.6666666666666665,1.0,1.0,195.607,5.333333333333333,115.957,5.933333333333334,106.487,5.9,4.2,26.976,4.0,7.0,1,4.0,2,268.0,14.105263157894736,2.2409806799035046,995.0,52.36842105263158,2.6408082523731773,10.567894736842105,True
831af3997c02419d89911a6b60265c07,49,18,male,,13,10,10,136.143,10.00423076923077,4,3,1000,36.965,8.736250000000002,50.806,3.0,4.0,3.0,113.613,2.333333333333333,80.252,2.1333333333333333,91.922,4.5,4.3,23.042,-3.0,5.0,0,4.0,2,181.0,9.05,2.21268688646838,1063.0,53.15,2.6087375153635337,7.4657,True
356d6504b5544ddcb690eb6d20063ed4,50,18,female,,10,10,10,147.228,14.7178,5,4,1000,53.79,10.3522,22.471,4.333333333333333,3.0,1.0,167.382,5.133333333333334,126.574,4.066666666666666,147.647,5.9,4.9,22.149,3.0,7.0,1,5.0,3,148.0,9.866666666666667,2.1006316088283308,1087.0,72.46666666666667,2.6552776738953026,13.5928,True
d14543fe53d641f3af028e703af3092c,51,23,female,,15,10,10,180.574,11.365333333333332,127,115,1000,1079.458,8.305031496062995,32.197,1.6666666666666667,2.0,3.0,163.916,4.266666666666667,81.597,1.2,127.101,4.5,4.3,28.563,-6.0,7.0,0,7.0,2,242.0,16.133333333333333,2.1090978813153103,1033.0,68.86666666666666,2.674693997649569,11.272933333333334,True
74dc6bcfe87f4248847e2a64f90bc1ca,52,17,male,,13,10,10,163.772,12.130384615384616,42,34,1000,302.498,6.815333333333332,53.42,3.333333333333333,3.0,3.0,414.611,3.4,250.695,3.8666666666666663,253.623,5.0,3.9,147.273,4.0,5.0,1,5.0,0,364.0,26.0,3.2958923583286928,1202.0,85.85714285714286,2.700931086796126,28.343428571428568,True
5ff4662ff28f41589cdcda6c6aa93568,53,19,male,,12,10,10,148.397,12.027083333333332,14,10,1000,101.379,6.663785714285715,24.53,1.6666666666666667,4.0,1.0,138.98,5.2,116.875,4.066666666666666,112.566,4.0,4.8,26.792,-6.0,3.0,0,1.0,1,303.0,17.823529411764707,2.1475197210350623,976.0,57.41176470588236,2.709317676814408,14.21470588235294,True
df333f2e67a647d69bf090537633a167,54,18,female,,18,10,10,228.309,11.78811111111111,14,11,1000,122.11,8.430428571428573,20.325,2.0,5.0,2.0,187.29,5.133333333333334,116.139,5.266666666666667,122.433,4.8,3.0,18.717,1.0,6.0,1,6.0,1,602.0,54.72727272727273,2.856810669855665,871.0,79.18181818181819,2.6450653644279645,15.661545454545454,True
7ef7153ef781485ab8ae506f38dfef3b,55,18,male,,16,10,10,277.943,16.615375,10,10,1000,81.576,8.1527,23.797,2.333333333333333,1.0,2.0,172.619,6.666666666666667,150.296,4.4,161.781,4.2,4.9,29.779,-6.0,6.0,0,4.0,2,292.0,17.176470588235293,1.6902843382421042,814.0,50.875,2.600877980070583,16.59725,True
f582a4098ccc4e26a3e07ae72b71605f,56,18,other,,13,10,10,142.296,10.478230769230768,39,26,1000,321.129,7.560384615384616,26.261,6.333333333333333,4.0,2.0,155.545,3.733333333333333,138.659,3.066666666666667,125.389,3.8,4.6,34.326,-4.0,4.0,0,1.0,0,232.0,12.88888888888889,1.89926526268394,1038.0,57.66666666666666,2.6718355513411747,12.935611111111111,True
4ffbdd7ec010402886737610a08d48fe,57,18,male,,10,10,10,139.521,13.947299999999998,7,7,1000,80.097,11.435714285714289,26.87,4.0,6.0,5.0,215.789,3.733333333333333,146.677,5.266666666666667,104.819,4.6,3.7,24.922,-6.0,5.0,0,5.0,1,389.0,25.933333333333334,2.598634547810867,957.0,63.8,2.5810725626796653,16.460400000000003,True
e6e25c421e8c4061a2f8ad2efd66a109,58,18,female,,13,10,10,151.6,11.194384615384614,5,5,1000,59.521,11.9002,28.315,3.0,5.0,1.0,177.443,3.466666666666667,181.739,4.933333333333334,150.149,5.3,5.9,34.772,-6.0,5.0,0,4.0,1,572.0,47.66666666666666,2.638820650155584,805.0,67.08333333333333,2.654780823360636,22.76591666666667,True
4fd8825c09d445c9a86d8dc79e00cd98,59,19,female,,12,10,10,176.358,14.35775,6,5,1000,87.838,14.301,29.362,2.6666666666666665,4.0,2.0,198.13,4.266666666666667,156.433,2.533333333333333,142.801,4.4,4.9,29.804,2.0,6.0,1,5.0,1,313.0,16.473684210526315,2.4932689703516067,1055.0,55.526315789473685,2.7410209738509,13.157631578947369,True
2a8b5848f5ae4523afca35451eabe58b,60,18,female,,12,10,10,155.285,12.6015,25,20,1000,188.637,7.139240000000001,30.397,3.0,3.0,1.0,184.304,4.066666666666666,115.183,4.866666666666666,144.916,4.4,4.7,31.771,-4.0,5.0,0,3.0,3,270.0,16.875,2.3161849859742127,885.0,55.3125,2.595507157823979,11.46325,True
ab32926de2c04952b8c2e7e4119f53e2,61,18,female,,10,10,10,165.095,16.505000000000003,5,5,1000,67.208,13.4374,25.855,4.333333333333333,1.0,1.0,158.062,3.4,126.815,3.2,156.104,4.7,4.0,33.748,-6.0,6.0,0,4.0,1,228.0,10.363636363636363,2.2327986368176744,1074.0,48.81818181818182,2.649839739153028,10.266136363636363,True
cf14b27dd2a94c1291f10b2cbb05dd64,62,27,male,,11,10,10,167.335,15.023818181818184,1,0,1000,13.648,13.648,30.934,4.0,2.0,1.0,155.919,6.8,118.621,2.4,165.987,4.0,3.7,24.332,0.0,6.0,1,6.0,0,,,,,,,,True
32015503ad8c45578f32bc2dcda58aed,63,18,female,,14,10,10,248.977,17.206142857142858,15,12,1000,134.776,8.578599999999998,31.879,3.6666666666666665,4.0,1.0,176.075,3.8,145.467,5.333333333333333,173.044,3.9,5.0,50.875,2.0,5.0,1,4.0,0,311.0,15.55,2.395283371265072,1054.0,52.7,2.594681252391249,10.72925,True
9e259b7e4e614530b3f3da2205837a46,64,19,female,,15,10,10,259.265,16.6114,6,6,1000,76.227,12.698833333333337,26.342,2.333333333333333,4.0,4.0,175.707,3.2666666666666666,98.074,7.733333333333333,144.67,5.4,6.1,23.16,-6.0,5.0,0,4.0,1,191.0,10.052631578947368,1.9221286316658115,1091.0,57.42105263157895,2.696738259622552,11.220631578947364,True
eaf2b998190941bfad65f6b552861e4f,65,20,female,,11,10,10,171.59,15.412090909090908,5,5,1000,60.305,12.0572,15.845,1.6666666666666667,4.0,1.0,118.422,4.066666666666666,94.688,7.066666666666666,106.981,4.4,6.1,17.099,-4.0,5.0,0,2.0,1,344.0,16.38095238095238,2.1252475079310646,961.0,45.76190476190476,2.620304915656713,7.676142857142858,True
86e5152601e44bc79e68c7fd0560dde1,66,18,female,,13,10,10,219.334,16.404153846153847,31,27,1000,257.1,8.030096774193547,19.691,1.3333333333333333,5.0,1.0,133.072,3.1333333333333333,179.314,3.6,147.048,4.7,5.3,22.932,-2.0,6.0,0,5.0,0,569.0,63.22222222222222,2.5156064866394328,786.0,87.33333333333333,2.6355394178744143,27.027555555555548,True
2691c893a7e44918a20165dac64aa688,67,20,female,,13,10,10,231.82,17.36507692307692,3,2,1000,45.762,14.582666666666668,22.42,1.6666666666666667,4.0,2.0,203.364,3.8666666666666663,132.772,4.0,139.661,3.8,5.4,27.466,-5.0,6.0,0,3.0,2,212.0,11.157894736842104,2.3642243782759014,1107.0,58.26315789473684,2.714936536843699,10.48357894736842,True
a4847afbee3440488223989d8a8cc3e4,68,48,female,,10,10,10,160.91,16.086199999999998,18,15,1000,251.267,13.731444444444444,23.611,5.0,6.0,5.0,179.358,3.8,133.559,4.733333333333333,166.643,4.5,3.0,21.818,-6.0,5.0,0,5.0,1,217.0,12.764705882352942,2.1898289006958005,1167.0,68.6470588235294,2.609430158658617,17.559764705882365,True
7359e266ef9948aca580b49b20692727,69,25,male,,13,10,10,180.614,13.425692307692309,17,12,1000,161.969,9.05064705882353,28.456,3.333333333333333,2.0,1.0,165.391,3.4,131.398,4.333333333333333,107.959,4.0,3.4,25.393,-6.0,6.0,0,5.0,1,570.0,57.0,2.6656004264960687,893.0,89.3,2.670004397974433,19.34500000000001,True
8699d4cf905a4fa8bc11601c72ba7be4,70,18,female,,11,10,10,183.683,16.51154545454546,22,16,1000,196.886,8.488954545454547,25.502,3.0,2.0,6.0,155.187,5.133333333333334,121.164,4.133333333333334,153.352,4.2,4.7,28.114,3.0,6.0,1,7.0,4,292.0,15.36842105263158,2.6200794996724905,946.0,49.78947368421053,2.714638433576849,10.214999999999998,True
856e3316894747d2b9c9ee1f0f216ce8,71,20,female,,11,10,10,161.046,14.453454545454546,16,13,1000,158.834,9.5453125,33.363,3.333333333333333,2.0,3.0,217.917,3.6,122.779,5.866666666666666,158.102,4.1,5.5,32.244,-4.0,4.0,0,3.0,0,295.0,19.666666666666668,1.7483968090276545,938.0,62.53333333333333,2.717967098953446,17.9946,True
18ae6b1aeb664685b0fd2c4e318f50d4,72,23,male,,11,10,10,287.786,25.97536363636364,8,6,1000,133.297,16.155250000000002,37.319,2.6666666666666665,3.0,4.0,256.423,3.6,143.251,3.2666666666666666,156.08,4.0,4.3,21.969,-3.0,5.0,0,4.0,1,234.0,10.636363636363637,2.414898063437515,1127.0,51.22727272727273,2.7619159552951498,12.927090909090904,True
75489e519b9a42568ddcff822ad0a78d,73,29,female,,11,10,10,156.434,14.034727272727276,12,10,1000,133.217,10.763166666666663,21.274,2.0,5.0,1.0,155.535,3.2666666666666666,122.946,2.6666666666666665,131.661,4.9,4.5,23.741,-2.0,5.0,0,5.0,2,375.0,23.4375,3.159877143976642,1070.0,71.33333333333333,2.59089471030275,11.805600000000002,True
