participant_number,captcha_post_completions,q_post_specific_likeability,q_post_specific_mentism,q_post_gators_pos,q_post_gators_neg,q_pre_idaq,q_pre_captcha_fun,q_pre_captcha_difficulty,like_c,mentism_c,like_x_mentism,liking_zone,mentism_zone,quadrant
43,43,5.0,1.0,4.4,4.1,6.266666666666667,3.6666666666666665,5.0,-0.608247422680412,2.845360824742268,-1.730683388245296,lower_liking,higher_mentism,lower_liking__higher_mentism
44,4,5.0,-6.0,3.2,5.7,4.333333333333333,3.3333333333333335,2.0,-0.608247422680412,-4.154639175257731,2.5270485705175876,lower_liking,low_mentism,lower_liking__low_mentism
45,3,4.0,-5.0,4.4,3.8,3.466666666666667,1.3333333333333333,1.0,-1.608247422680412,-3.154639175257732,5.073440323094908,lower_liking,low_mentism,lower_liking__low_mentism
46,5,6.0,-6.0,4.5,4.0,2.466666666666667,4.0,2.0,0.391752577319588,-4.154639175257731,-1.6275906047401438,high_liking,low_mentism,high_liking__low_mentism
47,15,5.0,1.0,4.8,5.5,3.8666666666666663,3.6666666666666665,2.0,-0.608247422680412,2.845360824742268,-1.730683388245296,lower_liking,higher_mentism,lower_liking__higher_mentism
48,11,7.0,4.0,5.9,4.2,5.333333333333333,2.6666666666666665,1.0,1.391752577319588,5.845360824742269,8.135295993198005,high_liking,higher_mentism,high_liking__higher_mentism
49,3,5.0,-3.0,4.5,4.3,2.3333333333333335,3.0,4.0,-0.608247422680412,-1.1546391752577319,0.702306302476352,lower_liking,higher_mentism,lower_liking__higher_mentism
50,4,7.0,3.0,5.9,4.9,5.133333333333334,4.333333333333333,3.0,1.391752577319588,4.845360824742269,6.743543415878417,high_liking,higher_mentism,high_liking__higher_mentism
51,115,7.0,-6.0,4.5,4.3,4.266666666666667,1.6666666666666667,2.0,1.391752577319588,-4.154639175257731,-5.782229779997875,high_liking,low_mentism,high_liking__low_mentism
52,34,5.0,4.0,5.0,3.9,3.4,3.3333333333333335,3.0,-0.608247422680412,5.845360824742269,-3.5554256562865323,lower_liking,higher_mentism,lower_liking__higher_mentism
53,10,3.0,-6.0,4.0,4.8,5.2,1.6666666666666667,4.0,-2.608247422680412,-4.154639175257731,10.83632692103305,lower_liking,low_mentism,lower_liking__low_mentism
54,11,6.0,1.0,4.8,3.0,5.133333333333334,2.0,5.0,0.391752577319588,2.845360824742268,1.114677436496972,high_liking,higher_mentism,high_liking__higher_mentism
55,10,6.0,-6.0,4.2,4.9,6.666666666666667,2.3333333333333335,1.0,0.391752577319588,-4.154639175257731,-1.6275906047401438,high_liking,low_mentism,high_liking__low_mentism
56,26,4.0,-4.0,3.8,4.6,3.7333333333333334,6.333333333333333,4.0,-1.608247422680412,-2.154639175257732,3.465192900414496,lower_liking,higher_mentism,lower_liking__higher_mentism
57,7,5.0,-6.0,4.6,3.7,3.7333333333333334,4.0,6.0,-0.608247422680412,-4.154639175257731,2.5270485705175876,lower_liking,low_mentism,lower_liking__low_mentism
58,5,5.0,-6.0,5.3,5.9,3.466666666666667,3.0,5.0,-0.608247422680412,-4.154639175257731,2.5270485705175876,lower_liking,low_mentism,lower_liking__low_mentism
59,5,6.0,2.0,4.4,4.9,4.266666666666667,2.6666666666666665,4.0,0.391752577319588,3.845360824742268,1.50643001381656,high_liking,higher_mentism,high_liking__higher_mentism
60,20,5.0,-4.0,4.4,4.7,4.066666666666666,3.0,3.0,-0.608247422680412,-2.154639175257732,1.3105537251567638,lower_liking,higher_mentism,lower_liking__higher_mentism
61,5,6.0,-6.0,4.7,4.0,3.4,4.333333333333333,1.0,0.391752577319588,-4.154639175257731,-1.6275906047401438,high_liking,low_mentism,high_liking__low_mentism
62,0,6.0,0.0,4.0,3.7,6.8,4.0,2.0,0.391752577319588,1.8453608247422681,0.7229248591773841,high_liking,higher_mentism,high_liking__higher_mentism
63,12,5.0,2.0,3.9,5.0,3.8,3.6666666666666665,4.0,-0.608247422680412,3.845360824742268,-2.338930810925708,lower_liking,higher_mentism,lower_liking__higher_mentism
64,6,5.0,-6.0,5.4,6.1,3.2666666666666666,2.3333333333333335,4.0,-0.608247422680412,-4.154639175257731,2.5270485705175876,lower_liking,low_mentism,lower_liking__low_mentism
65,5,5.0,-4.0,4.4,6.1,4.066666666666666,1.6666666666666667,4.0,-0.608247422680412,-2.154639175257732,1.3105537251567638,lower_liking,higher_mentism,lower_liking__higher_mentism
66,27,6.0,-2.0,4.7,5.3,3.1333333333333333,1.3333333333333333,5.0,0.391752577319588,-0.15463917525773185,-0.060580295461791916,high_liking,higher_mentism,high_liking__higher_mentism
67,2,6.0,-5.0,3.8,5.4,3.8666666666666663,1.6666666666666667,4.0,0.391752577319588,-3.154639175257732,-1.235838027420556,high_liking,low_mentism,high_liking__low_mentism
68,15,5.0,-6.0,4.5,3.0,3.8,5.0,6.0,-0.608247422680412,-4.154639175257731,2.5270485705175876,lower_liking,low_mentism,lower_liking__low_mentism
69,12,6.0,-6.0,4.0,3.4,3.4,3.3333333333333335,2.0,0.391752577319588,-4.154639175257731,-1.6275906047401438,high_liking,low_mentism,high_liking__low_mentism
70,16,6.0,3.0,4.2,4.7,5.133333333333334,3.0,2.0,0.391752577319588,4.845360824742269,1.8981825911361483,high_liking,higher_mentism,high_liking__higher_mentism
71,13,4.0,-4.0,4.1,5.5,3.6,3.3333333333333335,2.0,-1.608247422680412,-2.154639175257732,3.465192900414496,lower_liking,higher_mentism,lower_liking__higher_mentism
72,6,5.0,-3.0,4.0,4.3,3.6,2.6666666666666665,3.0,-0.608247422680412,-1.1546391752577319,0.702306302476352,lower_liking,higher_mentism,lower_liking__higher_mentism
73,10,5.0,-2.0,4.9,4.5,3.2666666666666666,2.0,5.0,-0.608247422680412,-0.15463917525773185,0.09405887979593994,lower_liking,higher_mentism,lower_liking__higher_mentism
74,2,4.0,-6.0,5.8,3.8,4.2,4.0,3.0,-1.608247422680412,-4.154639175257731,6.681687745775319,lower_liking,low_mentism,lower_liking__low_mentism
75,40,6.0,5.0,4.9,4.9,4.0,5.0,1.0,0.391752577319588,6.845360824742269,2.6816877457753243,high_liking,higher_mentism,high_liking__higher_mentism
77,11,4.0,-5.0,4.8,3.4,2.7333333333333334,3.6666666666666665,5.0,-1.608247422680412,-3.154639175257732,5.073440323094908,lower_liking,low_mentism,lower_liking__low_mentism
79,22,5.0,-4.0,4.2,4.1,4.733333333333333,3.0,2.0,-0.608247422680412,-2.154639175257732,1.3105537251567638,lower_liking,higher_mentism,lower_liking__higher_mentism
80,2,4.0,-3.0,4.6,4.6,5.133333333333334,4.0,4.0,-1.608247422680412,-1.1546391752577319,1.8569454777340837,lower_liking,higher_mentism,lower_liking__higher_mentism
81,13,7.0,4.0,3.7,4.7,3.933333333333333,6.666666666666667,2.0,1.391752577319588,5.845360824742269,8.135295993198005,high_liking,higher_mentism,high_liking__higher_mentism
82,11,6.0,-4.0,4.3,4.6,5.266666666666667,3.3333333333333335,4.0,0.391752577319588,-2.154639175257732,-0.8440854501009679,high_liking,higher_mentism,high_liking__higher_mentism
83,20,6.0,-4.0,5.0,5.5,5.8,5.0,2.0,0.391752577319588,-2.154639175257732,-0.8440854501009679,high_liking,higher_mentism,high_liking__higher_mentism
84,11,5.0,-5.0,4.7,4.2,4.266666666666667,3.6666666666666665,2.0,-0.608247422680412,-3.154639175257732,1.9188011478371758,lower_liking,low_mentism,lower_liking__low_mentism
85,22,6.0,3.0,4.7,4.2,5.4,5.0,2.0,0.391752577319588,4.845360824742269,1.8981825911361483,high_liking,higher_mentism,high_liking__higher_mentism
86,10,6.0,6.0,6.2,3.3,3.7333333333333334,2.6666666666666665,2.0,0.391752577319588,7.845360824742269,3.0734403230949123,high_liking,higher_mentism,high_liking__higher_mentism
87,12,6.0,2.0,4.6,5.2,8.0,3.3333333333333335,4.0,0.391752577319588,3.845360824742268,1.50643001381656,high_liking,higher_mentism,high_liking__higher_mentism
88,5,5.0,-5.0,3.8,6.1,4.866666666666666,3.6666666666666665,5.0,-0.608247422680412,-3.154639175257732,1.9188011478371758,lower_liking,low_mentism,lower_liking__low_mentism
89,7,6.0,-6.0,5.5,4.2,2.7333333333333334,6.333333333333333,2.0,0.391752577319588,-4.154639175257731,-1.6275906047401438,high_liking,low_mentism,high_liking__low_mentism
90,3,4.0,-5.0,3.1,4.8,3.3333333333333335,1.3333333333333333,3.0,-1.608247422680412,-3.154639175257732,5.073440323094908,lower_liking,low_mentism,lower_liking__low_mentism
91,3,5.0,-2.0,3.5,5.6,4.266666666666667,2.3333333333333335,2.0,-0.608247422680412,-0.15463917525773185,0.09405887979593994,lower_liking,higher_mentism,lower_liking__higher_mentism
92,10,6.0,-2.0,5.1,5.0,3.533333333333333,5.333333333333333,4.0,0.391752577319588,-0.15463917525773185,-0.060580295461791916,high_liking,higher_mentism,high_liking__higher_mentism
93,25,4.0,-5.0,3.5,5.4,5.133333333333334,5.333333333333333,1.0,-1.608247422680412,-3.154639175257732,5.073440323094908,lower_liking,low_mentism,lower_liking__low_mentism
94,13,6.0,-5.0,5.1,4.5,2.7333333333333334,5.0,2.0,0.391752577319588,-3.154639175257732,-1.235838027420556,high_liking,low_mentism,high_liking__low_mentism
95,7,6.0,-3.0,4.3,4.4,2.933333333333333,4.333333333333333,3.0,0.391752577319588,-1.1546391752577319,-0.45233287278137996,high_liking,higher_mentism,high_liking__higher_mentism
96,37,6.0,-4.0,4.1,2.6,4.533333333333333,3.6666666666666665,3.0,0.391752577319588,-2.154639175257732,-0.8440854501009679,high_liking,higher_mentism,high_liking__higher_mentism
97,11,7.0,5.0,6.4,2.4,6.4,5.0,4.0,1.391752577319588,6.845360824742269,9.527048570517593,high_liking,higher_mentism,high_liking__higher_mentism
99,10,5.0,5.0,4.6,5.0,4.733333333333333,4.666666666666667,6.0,-0.608247422680412,6.845360824742269,-4.163673078966944,lower_liking,higher_mentism,lower_liking__higher_mentism
100,4,6.0,-6.0,5.2,4.1,4.933333333333334,1.0,4.0,0.391752577319588,-4.154639175257731,-1.6275906047401438,high_liking,low_mentism,high_liking__low_mentism
102,0,7.0,5.0,5.3,4.7,7.266666666666667,5.333333333333333,3.0,1.391752577319588,6.845360824742269,9.527048570517593,high_liking,higher_mentism,high_liking__higher_mentism
103,90,7.0,-6.0,5.8,4.5,4.933333333333334,4.333333333333333,3.0,1.391752577319588,-4.154639175257731,-5.782229779997875,high_liking,low_mentism,high_liking__low_mentism
